level_1,level_2,level_3,raw_timestamp,timestamp,author,speech
,,,10.00 pagi,1000,ANNOTATION,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,10.00 pagi,1000,,"*wabarakatuh*, selamat pagi, salam sejahtera. *Bismillahi Rahmani Rahim*.
*Harumnya sungguh si bunga kenanga;
Mari letak di dalam saku;
Terima kasih Tuan Yang di-Pertua izinkan saya bertanya;
Soalan saya nombor satu.*
**1. To’ Puan Hajah Zaitun binti Haji Mat Amin** minta Menteri Pertahanan
menyatakan, sejauh manakah keberkesanan Program Latihan Khidmat Negara (PLKN)
khususnya bagi meningkatkan patriotisme generasi muda rakyat Malaysia dan menghayati
prinsip Rukun Negara."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,10.00 pagi,1000,Timbalan Menteri Pertahanan [Datuk Abdul Rahim bin Bakri],"Tuan Yang di-
Pertua, terlebih dahulu izinkan saya untuk menjawab soalan ini secara bersekali dengan
soalan yang telah dikemukakan oleh Yang Berhormat senator Tuan Mohd Khalid bin
Ahmad pada tarikh 30 April 2014 yang telah menyentuh isu yang sama berkaitan Program
Latihan Khidmat Negara.
Tuan Yang di-Pertua, bagi memastikan kurikulum Program Latihan Khidmat
Negara kekal relevan dan berkesan dalam mencapai matlamatnya, pihak kementerian
melalui Jabatan Latihan Khidmat Negara akan terus mengekalkan empat modul teras
seperti pembinaan karakter, modul kenegaraan, khidmat komuniti dan fizikal dan kesemua
modul ini akan ditambah baik dari semasa ke semasa dengan menekankan semangat
patriotisme dan *volunteerism*. Penghayatan kepada Rukun Negara dan kedaulatan negara
berasaskan pengalaman Ops Daulat di Lahad Datu turut juga diberikan penekanan.
Pemerkasaan kurikulum ini adalah antara strategi kerajaan dalam pembangunan generasi
baru yang mapan dan tinggi rasa cinta kepada negara Malaysia. Perkembangan
pemantapan kurikulum ini akan terus mengalami perubahan mengikut masa.
Tuan Yang di-Pertua, kajian-kajian keberkesanan yang telah dijalankan seperti
kajian keberkesanan dengan kerjasama Universiti Kebangsaan Malaysia telah pun
diadakan pada tahun 2010 serta kajian keberkesanan yang telah dijalankan di setiap
program telah menunjukkan bahawa PLKN adalah sangat berkesan dengan mencapai
matlamatnya serta perlu diteruskan. Keberkesanan PLKN ini dapat dilihat daripada
peningkatan semangat kesukarelaan dan pembentukan remaja yang cergas, cerdas dan
berkeyakinan.
Selain itu ia juga dapat memupuk semangat jati diri, patriotisme dan kesukarelaan
pada generasi muda serta meningkatkan integrasi dan perpaduan kaum di negara ini.
Tuan Yang di-Pertua, berkaitan dengan pertanyaan Yang Berhormat senator Tuan
Mohd Khalid bin Ahmad, dimaklumkan bahawa perbelanjaan setiap tahun untuk Program
Latihan Khidmat Negara secara puratanya adalah sebanyak RM550 juta hingga RM650 juta
setahun. Manakala sejak Program Latihan Khidmat Negara diperkenalkan pada tahun 2004
iaitu lebih kurang sepuluh tahun yang lalu, seramai 752,643 orang pelatih telah pun
menjalani latihan. Terima kasih.
**To' Puan Hajah Zaitun binti Haji Mat Amin:** Terima kasih Tuan Yang di-Pertua,
dan terima kasih Yang Berhormat Timbalan Menteri yang menjawab soalan saya secara
komprehensif sebentar tadi. Semenjak ditubuhkan pada tahun 2004 Program Latihan
Khidmat Negara telah melatih lebih 752,643 orang peserta dengan anggaran kos sehingga
RM550 juta setahun. Ini menunjukkan Program PLKN ini amat penting kepada negara
khususnya dalam konteks membina negara bangsa. Tahniah saya ucapkan kepada
kerajaan kerana PLKN terus *viable* sebagai program pembangunan modal insan untuk
generasi muda Malaysia sebagai pemimpin masa hadapan.
Soalan tambahan saya, apakah impak modul Malaysia Berdaulat dalam memupuk
semangat patriotisme di kalangan peserta PLKN? Apakah dapatan dan cadangan hasil
kajian lima tahun pertama ialah 2004-2009 Program PLKN oleh Universiti Kebangsaan
Malaysia (UKM)? Serta nyatakan penambahbaikan yang telah dilaksanakan bagi mencapai
matlamat utama Program PLKN iaitu perpaduan nasional memupuk semangat patriotisme
dan semangat kesukarelawan.
Juga terdapat modul yang dihasilkan Jabatan Latihan Khidmat Negara dan
Universiti Pendidikan Sultan Idris (UPSI), saya mohon penjelasan bersabit dengan modul di
mana mempunyai enam tajuk manual konsep membina hubungan, manual konsep negara
elemen tanah, manual konsep negara elemen rakyat, manual konsep negara elemen
kerajaan, manual konsep negara elemen daulat, manual konsep cabaran dan kenapakah
modul ini tidak diuar-uarkan kepada umum untuk dinilai seperti mana yang dimuatkan
dalam *website* PLKN.
Adakah kerajaan bercadang untuk mewajibkan semua lepasan SPM mengikuti
Program PLKN ini dan adakah kerajaan bercadang untuk mengasingkan peserta lelaki dan
wanita dalam Program PLKN. Terima kasih Tuan Yang di-Pertua, dan terima kasih Yang
Berhormat Timbalan Menteri."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,■1010,1010,Datuk Abdul Rahim bin Bakri,"Terima kasih Yang Berhormat, terima kasih Tuan
Yang di-Pertua. Banyak soalan yang dikemukakan. Saya akan menjawab sebanyak
mungkin beberapa persoalan yang dibangkitkan.
Pertama sekali yang saya ingin nyatakan di sini bahawa antara modul-modul yang
dilaksanakan bagi Program Latihan Khidmat Negara ini ialah yang pertama ialah berkaitan
dengan Modul Pembinaan Karakter iaitu melibatkan komponen pembinaan diri melibatkan
beberapa penerokaan untuk mengenal pasti ciri-ciri diri sendiri.
Kedua, komponen diri dengan orang lain iaitu dengan melibatkan modul seperti
perhubungan individu dalam kumpulan.
Ketiga, komponen diri dengan organisasi yang melibatkan modul penerapan nilai-
nilai budaya kerja cemerlang.
Modul kedua ialah Modul Kenegaraan. Di dalam Modul Kenegaraan ini kita juga
memberikan penekanan kepada mengenal negara dan memupuk perasaan kasih sayang
serta cinta kepada tanah air dan juga modul-modul berkaitan dengan mengenali cabaran
dari luar negara termasuklah ancaman-ancaman terhadap kedaulatan negara dan
beberapa inti pati-inti pati yang lain.
Modul ketiga ialah Modul Khidmat Komuniti iaitu bertujuan untuk memupuk
semangat kesukarelaan di kalangan pelatih-pelatih PLKN dan yang keempat ialah Modul
Fizikal iaitu bertujuan untuk memberikan ketahanan mental, emosi, spiritual dan fizikal
kepada peserta-peserta PLKN dan ini merupakan latihan modal insan untuk menentukan
mereka *survival* dan juga daya kepimpinan di kalangan pelatih-pelatih PLKN.
Berdasarkan kepada kajian yang telah dibuat oleh Universiti Kebangsaan Malaysia
yang telah dilaksanakan pada tahun 2009, dan berakhir pada tahun 2010 menunjukkan
daripada kajian tersebut yang dijalankan kepada 61,950 orang responden, menunjukkan
bahawa yang terdiri daripada pelbagai kaum daripada termasuk Sabah dan Sarawak dan
juga alumni PLKN, ibu bapa, penjaga, majikan dan penyelidik dan masyarakat umum
mendapati bahawa hasil kajian yang telah dibuat Universiti Kebangsaan tersebut bahawa
komponen semangat patriotisme telah mencapai tahap 86.93 peratus, perpaduan kaum
88.87 peratus, perwatakan positif 80 peratus, semangat kesukarelaan 82.2 peratus, cergas
dan cerdas dan berkeyakinan diri 86.87 peratus. Ini menunjukkan bahawa selama ini PLKN
ini telah pun mencapai matlamat seperti mana yang telah diharapkan berdasarkan kepada
kajian ini.
Berkaitan dengan usaha untuk *segregate* di antara kaum wanita dengan lelaki
sememangnya di dalam kem tersebut kita juga memberikan apa yang kita hendak daripada
program ini ialah untuk mewujudkan perpaduan di kalangan masyarakat kita. Oleh sebab itu
di antara wanita dan lelaki itu dalam beberapa kurikulum ataupun pelaksanaannya kita
memang pun memisahkannya tetapi dalam banyak pelaksanaannya ia adalah bertujuan
untuk memberikan mereka pendedahan bersama. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,■1010,1010,Tuan Yang di-Pertua,Soalan tambahan Yang Berhormat Tuan Chong Sin Woon.
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,■1010,1010,Tuan Chong Sin Woon,"Terima kasih Tuan Yang di-Pertua. Saya beberapa hari
lepas mengadakan satu pertemuan dengan *Young Buddhist Association of Malaysia,*
dengan izin, YBAM, juga membincangkan tentang khidmat negara. Mereka telah membantu
kem-kem khidmat negara pada jangka masa sepuluh tahun kebelakangan ini. Apabila
setiap minggu ada satu hari pelajar-pelajar ataupun *participant*, peserta-peserta bukan
Islam akan dibawa keluar berjumpa dengan mereka, mengadakan sesi motivasi ataupun
kursus ataupun ceramah berkenaan dengan Buddha ataupun ajaran *Buddhist.* Akan tetapi
dalam jangka masa dua atau tiga jam itu tidak diberikan sebarang bantuan kewangan
daripada kementerian ataupun program ini. Maka semuanya ditanggung oleh kos mereka
termasuk kos makan minum, termasuk kos penyewaan tempat. Jadi mereka meminta saya
kalau boleh khidmat negara itu memasukkan sedikit bantuan kepada mereka yang keluar
bersama dengan NGO yang membantu dalam sistem ini. Minta jawapan. Sekian terima
kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,■1010,1010,Datuk Abdul Rahim bin Bakri,"Terima kasih Yang Berhormat. Sememangnya
komponen kerohanian ini adalah merupakan sebahagian daripada pengisian Program
Latihan Khidmat Negara dan ia melibatkan semua agama utama yang terdapat di Malaysia
iaitu agama Islam, agama Kristian, Buddha dan Hindu. Oleh sebab itu memang kita
mengetahui bahawa *Young Buddhist Association of Malaysia* atau YBAM atau Amitabha
juga telah terlibat dalam dan ada beberapa persatuan lain juga terlibat dalam komponen
pelaksanaan kerohanian ini dan kita akan mengambil maklum cadangan Yang Berhormat
itu dan kita akan panjangkan kepada JLKN untuk melihat tentang perkara ini. Terima kasih.
**2. Datuk Seri Nallakaruppan a/l Solaimalai** minta Menteri Luar Negeri menyatakan,
mengapa pihak kementerian sentiasa memohon peruntukan bajet yang rendah, dan pada
masa yang sama untuk menjadi wakil negara di luar sana ia memerlukan peruntukan yang
tinggi supaya polisi-polisi kerajaan dapat direalisasikan dan juga menjaga imej negara"
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,■1010,1010,Timbalan Menteri Luar Negeri [Dato' Hamzah bin Zainudin],"Terima kasih
Tuan Yang di-Pertua. Saya ingin mengucapkan banyak-banyak terima kasih kepada Yang
Berhormat Senator Datuk Seri Nalla yang telah pun mempersoalkan tentang peruntukan
yang telah diluluskan kepada Kementerian Luar Negeri. Yang Berhormat Tuan Yang di-
Pertua, ini menunjukkan bahawa Yang Berhormat Datuk Seri Nalla amat prihatin sekali
tentang kedudukan kementerian yang merupakan barisan hadapan untuk negara
menghadapi mereka yang di luar sana.
Walau bagaimanapun, saya ingin jelaskan kepada Yang Berhormat, peruntukan
yang diluluskan amat rendah jika kita bandingkan dengan aktiviti-aktiviti dan program-
program yang akan kita jalankan di luar negara. Pelbagai aspek perbelanjaan mengurus
termasuk lawatan-lawatan dan mesyuarat-mesyuarat rasmi Ketua-ketua Negara di dalam
dan di luar negeri.
Ini termasuklah aktiviti Yang Berhormat Tuan Yang di-Pertua sendiri untuk
menganjurkan *bilateral,* mesyuarat dua hala di antara negara kita dengan negara-negara
luar, program seranta, pembaikan dan penyelenggaraan bangunan kerajaan termasuklah
bangunan-bangunan perwakilan kita di luar negara, bayaran, sumbangan dan badan-badan
antarabangsa, penggantian kenderaan dan harta modal seluruh perwakilan kita di luar
sana. Jika kita ambil kira tentang peruntukan ini maka sudah tentu peruntukan yang
diluluskan ini tidaklah mencukupi.
Ia amat mendukacitakan kepada kita kalau kita ambil faktor-faktor seperti
peningkatan kos sara hidup dan taraf ekonomi negara tuan rumah. Ini melambangkan
bahawa kita tidak ambil kira tentang peningkatan keperluan peruntukan tambahan
kementerian selama ini. Walau bagaimanapun Tuan Yang di-Pertua dan Ahli-ahli Dewan
yang saya hormati sekalian, Kementerian Luar Negeri akur dengan kemampuan kewangan
negara buat masa ini dan telah melaksanakan langkah-langkah perbelanjaan yang
berhemah dan terkawal dengan sumber peruntukan yang terhad yang telah diluluskan bagi
tahun 2014 iaitu hanya sebanyak RM641,837,000. Terima kasih Tuan Yang di-Pertua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,■1010,1010,Tuan Yang di-Pertua,Soalan tambahan Yang Berhormat Datuk Seri Nalla.
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,To' Puan Hajah Zaitun binti Haji Mat Amin: Assalamu'alaikum warahmatullahi,,■1010,1010,Datuk Seri Nallakaruppan a/l Solaimalai,"Terima kasih Yang Berhormat Dato’
Menteri. Pandai jawab. Soalan tambahan saya, mengapakah ada kedutaan yang masih
uzur dan tidak mempunyai kelengkapan pejabat yang moden?"
