level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi,ANNOTATIONS,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Dato' Sri Dr. Santhara [Segamat],"minta  Perdana Menteri menyatakan, terdapat
beberapa akta drakonian dan zalim yang masih wujud di Malaysia. Ini termasuklah Akta
Hasutan 1948, Akta Pencegahan Jenayah 1959 (POCA), Akta Pencegahan Keganasan 2015
(POTA), Akta Mesin Cetak dan Penerbitan 1984 (AMCP), Akta Komunikasi dan Multimedia
1998, Akta Majlis Keselamatan Negara 2016, Akta Rahsia Rasmi (OSA) dan Akta Kesalahan
Keselamatan (Langkah-langkah Khas) (SOSMA). Kesemua akta ini bersifat menyekat
kebebasan rakyat, malah pernah digunakan oleh kerajaan terdahulu. Apakah status
pemansuhan akta tersebut seperti mana tertulis dalam manifesto Pakatan Harapan."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Perdana Menteri [Tun Dr. Mahathir bin Mohamad],"Tuan Yang di-Pertua,
kerajaan pada hari ini sepertimana janji manifesto Pakatan Harapan dalam pilihan raya umum
yang lalu telah pun mengenal pasti beberapa undang-undang yang perlu dikaji, dipinda atau
dimansuhkan seperti berikut:
(i) Akta Hasutan 1948 (Akta 15);
(ii) Akta Pencegahan Jenayah 1959;
(iii) Akta Mesin Cetak dan Penerbitan 1984;
(iv) Akta Kesalahan Keselamatan (Langkah-langkah Khas) 2012; dan
(v) Akta Majlis Keselamatan Negara 2016.
Dalam hal ini, pihak kerajaan melalui kementerian yang berkaitan dan dibantu oleh
Jabatan Peguam Negara akan mengambil tindakan susulan yang mana berkaitan. Ini jelas
menunjukkan bahawa kerajaan sebenarnya tidak mengabaikan janji-janji yang telah dibuat.
Malah, mengambil tindakan untuk meneliti setiap peruntukan dalam undang-undang yang
berkenaan secara terperinci sebelum sesuatu keputusan bagi meminda atau memansuhkan
undang-undang tersebut dimuktamadkan.
Tuan Yang di-Pertua, sebagai sebuah kerajaan yang mendukung penuh undang-
undang, dengan izin, the rule of law, pindaan atau pemansuhan sesuatu akta perlu dibuat
secara berhati-hati. Ini kerana prinsip asal semasa akta-akta tersebut digubal dan seterusnya
diluluskan oleh Dewan yang mulia ini. Sudah pastilah bertujuan untuk menjaga hak
kepentingan dan keselamatan rakyat secara keseluruhannya.
Misalnya, Rang Undang-undang Kesalahan Keselamatan (Langkah-langkah Khas)
2012 [Akta 747] (SOSMA) digubal dan diluluskan bertujuan untuk menentang perbuatan
subversif dan tindakan yang memudaratkan ketenteraman awam bagi Kementerian Dalam
Negeri terutamanya pihak Polis Diraja Malaysia berpendirian SOSMA ini masih diperlukan
dalam mengekalkan ketenteraman awam, menjamin keselamatan dan membendung aktiviti
jenayah di negara ini.
Namun begitu, kita dapati terdapat ruang bagi ia disalah guna untuk kepentingan
tertentu sekali gus menimbulkan keresahan di kalangan rakyat. Oleh yang demikian, sebagai
sebuah kerajaan yang bertanggungjawab, kita perlu mengambil kira keresahan yang
dibangkitkan ini di samping tidak mengetepikan keperluan keselamatan negara.
Tuan Yang di-Pertua, hasrat kerajaan pada masa ini ialah bagi memperkemaskan
lagi akta yang dikenal pasti berkenaan sama ada melalui pemansuhan secara menyeluruh
atau pindaan peruntukan tertentu dalam akta-akta tersebut supaya terdapat keseimbangan
di antara keperluan penjagaan hak, kepentingan dan keselamatan negara dengan hak asasi
manusia serta prinsip keadilan yang diinginkan oleh rakyat. Namun, ia perlulah dilaksanakan
selepas kajian yang mendalam dan berhati-hati supaya negara ini dapat ditadbir dengan baik
dan kemakmurannya dapat dikecapi bersama. Sekian, terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Dato’ Seri Dr. Santhara [Segamat],"Terima kasih, Tuan Yang di-Pertua. Saya
mengambil kesempatan ini untuk mengalu-alukan rombongan warga pendidik daripada
Pejabat Pendidikan Daerah Johor Bahru yang hadir pada hari ini. Selamat datang... [Tepuk]"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan Yang di-Pertua,Selamat datang.
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Dato’ Seri Dr. Santhara [Segamat],"Yang Amat Berhormat Perdana Menteri, saya
faham keperluan akta-akta ini untuk menjaga keselamatan. Ini kerana kita faham bagaimana
di Hong Kong dan juga sebagainya, tanpa akta-akta ini maka jadi huru-hara dan keamanan
juga mungkin tergugat. Pada masa yang sama, kita juga faham bahawa baru-baru ini seramai
12 orang telah ditangkap dan juga didakwa kerana LTTE, dan sebagainya. Dalam Akta
SOSMA, kita faham keperluan akta itu tetapi yang penting, saya mahu tanya kepada Yang
Amat Berhormat Perdana Menteri, bagaimana kita hendak mengelakkan rakyat Malaysia
untuk tidak menyertai, menderma atau derma tanpa pengetahuan mereka (organisasi di
senarai hitam).
Baru-baru ini saya terbaca ada juga seorang guru warga Melayu yang diberikan
RM300 donation atas talian, dan dia juga didakwa. Maknanya, kalau kita ada satu senarai
yang dikeluarkan oleh KDN - ini sekian, sekian, sekian, adalah organisasi-organisasi yang
tidak boleh diberikan dan sebagainya. Maka, ini akan mengelakkan ramai di antara kita
mungkin didakwa, termasuk saya sendiri, mungkin saya tidak tahu saya menderma dan
akhirnya saya didakwa. So, saya mahu tanya pandangan Yang Amat Berhormat Perdana
Menteri."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tun Dr. Mahathir bin Mohamad,"Tuan Yang di-Pertua, dalam melaksanakan
undang-undang, kuasa perlulah diberikan kepada mereka yang ditugaskan untuk
melaksanakan undang-undang. Dalam kes yang disebut ini, pihak polislah yang berkuasa.
Terpulang kepada mereka untuk mendapatkan bukti-bukti yang jelas, sebelum mereka
mengambil tindakan di bawah mana undang-undang termasuk undang-undang SOSMA.
Namun demikian, pihak kerajaan berpendapat bahawa undang-undang itu tidak
lengkap kerana tidak membezakan antara perbuatan yang ringan dengan perbuatan yang
berat. Umumnya, di bawah undang-undang ini juga, kita guna untuk menahan mereka yang
terlibat dengan keganasan umpamanya, seperti melengkapi diri mereka dengan bom ataupun
membuat perancangan untuk membunuh seseorang.
Akan tetapi, di masa yang sama, ada juga bukti yang tidak begitu kuat iaitu
contohnya mereka cuma terperangkap, mengambil gambar dengan orang yang kemudiannya
dikenali sebagai seorang pengganas. Bukanlah salah dia, tetapi sebaliknya dia tidak kenal
orang itu ataupun dia memberi bantuan wang sebanyak RM200 atau RM300- yang tidak
boleh menjatuhkan kerajaan. Ini berlaku. Maka terpulanglah kepada pihak polis untuk
mengasingkan tuduhan-tuduhan yang tidak cukup asasnya, dengan yang jelas akan
membawa kepada ancaman terhadap keselamatan negara.
Dalam kes yang disebut tadi, kerajaan telah mengkaji semula undang-undang,
kerana kita perlu asingkan jenayah yang ringan, dengan jenayah yang mengancam
keselamatan negara."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan Ahmad Fadhli bin Shaari [Pasir Mas],Pasir Mas.
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Dato’ Sri Dr. Wee Jeck Seng [Tanjong Piai],"Terima kasih, Tuan Yang di-Pertua.
Terima kasih Yang Amat Berhormat Perdana Menteri.
Saya ingin tahu, apakah jaminan kerajaan bahawa sebarang pemansuhan terhadap
akta-akta tersebut hanya akan menjadikan Malaysia sebagai sebuah negara yang lebih baik
berbanding sebelum ini? Dan apakah Yang Amat Berhormat Perdana Menteri kini
mempunyai pandangan yang berbeza terhadap keperluan Malaysia melaksanakan akta-akta
tersebut pada masa kini, berbanding ketika pada zaman Perdana Menteri Keempat dahulu?
Sekian, terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tun Dr. Mahathir bin Mohamad,"Tuan Yang di-Pertua, saya telah mendengar
teguran-teguran dan kritik daripada orang ramai serta Ahli Parlimen. Maka, kerajaan
berpendapat bahawa undang-undang itu perlu disemak semula, supaya orang yang tidak
bersalah, tidak akan terkena kepada penguat kuasa undang-undang itu... [Tepuk]"
