level_1,level_2,level_3,timestamp,author,speech
,,,1000,ANNOTATION,[Timbalan Yang di-Pertua mempengerusikan Mesyuarat]
,,,1000,Timbalan Yang di-Pertua,"*Bismillahi Rahmani Rahim. Assalamualaikum warahmatullaahi
wabarakaatuh.* Salam sejahtera, salam sehati sejiwa, salam perjuangan.
Ahli-ahli Yang Berhormat, terima kasih Ahli-ahli Yang Berhormat menepati masa. Inilah
contoh pemimpin yang bijaksana. Untuk itu, saya pada pagi ini, kita hendak mulakan, saya hendak
sedikit pandangan saya, bahawa seorang pemimpin itu mestilah pandai berkata-kata, bijak
melaksanakan kata-katanya, bak kata pantun orang Melayu.
*Suasana hutan biasanya hijau;
Pokok ubi hidup merata-rata;
Luka di tangan kerana pisau;
Luka di hati kerana kata-kata*"
,,,1000,ANNOTATION,[Tepuk]
,,,1000,Timbalan Yang di-Pertua,"Itulah pegangan, pandailah berbicara. Terima kasih"
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dr. Nuing Jeluing,"minta Menteri Pertanian dan Industri Asas Tani menyatakan, apakah
langkah-langkah yang diambil untuk membantu petani terutamanya di luar bandar Sarawak untuk
memasarkan hasil tanaman mereka kerana kebanyakan mereka tidak dapat memasarkan hasil
tanaman dan ini mengakibatkan para petani tidak mendapat pulangan hasilnya serta menyebabkan
kegagalan untuk meningkatkan tahap pendapatan mereka."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Menteri Pertanian dan Industri Asas Tani [Tuan Sim Tze Tzin],"Terima kasih
Tuan Yang di-Pertua. Terima kasih kepada Yang Berhormat Senator Dr. Nuing Jeluing. Saya akan
mengambil pedoman daripada Tuan Yang di-Pertua, untuk menggunakan semua kata-kata yang
manis dalam pagi yang cukup indah pada hari ini.
Untuk makluman Yang Berhormat Senator, kementerian ini memang sayang kepada orang
Sarawak. Kami telah membantu petani yang berada di luar bandar Sarawak untuk memasarkan hasil
tanaman mereka melalui program pemasaran di bawah FAMA.
Dalam *list* saya ada 16 program yang membantu orang-orang di Sarawak yang mencatat
jualan sebanyak lebih daripada RM180 juta dan bilangan peserta seramai 5,821 orang. Saya akan
*highlight* dua program iaitu Program Ladang Kontrak dan juga Program Jualan Terus Dari Ladang
(JTDL) dan Program *My Best Buy* (MBB), tiga program ya.
Melalui Program Ladang Kontrak, petani mendapat jaminan pasaran ke atas produk yang
dihasilkan dengan membuat perjanjian jual beli di antara pihak petani dengan FAMA. Dalam perjanjian
jual beli tersebut, FAMA menawarkan dua kaedah penetapan harga iaitu belian pada harga semasa
yang disokong dengan harga lantai dan belian pada harga tetap.
Pada tahun 2018, seramai 160 orang petani telah mendaftar bagi komoditi sayur-sayuran
dengan keluasan kawasan tanaman seluas 269.82 hektar dan nilai jualan sebanyak RM15.23 juta.
Bagi komoditi buah-buahan pula, peserta yang berdaftar di dalam program ini seramai 333
orang petani dengan keluasan tanaman seluas 626.7 hektar dan nilai jualan sebanyak RM26.36 juta.
Petani juga digalakkan untuk menjual hasil keluaran mereka secara terus kepada pengguna dalam
program jualan anjuran FAMA seperti Program Jualan Terus Dari Ladang (JTDL) dan Program *My
Best Buy* (MBB) di Medan Niaga Satok, Pasar Tani, dan *outlet* FAMA seperti Agrobazaar, Kedai
Rakyat di seluruh Sarawak.
Pada tahun 2018, seramai 5,821 orang petani di Sarawak telah mendapat bimbingan FAMA
dari segi khidmat pemasaran dan telah berjaya mencatat nilai jualan sebanyak RM180.77 juta. Akan
tetapi *moving forward,* Kementerian Pertanian dan Industri Asas Tani telah melihat bahawa peluang
jualan terus daripada petani terus kepada *consumer, from farm to consumer, direct* melalui *online*. Ini
*digital economy* yang perlu Malaysia *create*, untuk mencipta satu ekonomi digital di mana kita boleh
membantu petani daripada luar bandar terus menjual barang hasil produk mereka terus kepada
*consumer* dan mengelakkan *layers of middle man*, orang-orang tengah serta meratakan jurang antara
luar bandar dan bandar.
Ini hala tuju yang harus kita sebagai sebuah negara untuk mengambil peluang dari segi *digital
economy, it will come anyway.* Ini kerana kita nampak bahawa di negara-negara lain telah berlaku, di
mana petani-petani di luar bandar, mereka mengambil hasil tanaman mereka - contoh yang pernah
saya melawat di satu tempat, sebuah kampung di negara China. Walaupun kampung itu sangat miskin
dan berada di luar bandar, petani menghasilkan kacang. Akan tetapi usaha seorang suri rumah yang
mengambil kesempatan ini untuk membeli kacang terus daripada petani dan mereka membuat sedikit
*value-add,* goreng kacang dan paket dengan cara yang bagus. Selepas itu mereka akan jual melalui
*online* kepada *consumer*, terus melalui *online,* dan suri rumah itu menjadi *instant millionaire,* menjadi
jutawan."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Timbalan Menteri Pertanian dan Industri Asas Tani [Tuan Sim Tze Tzin],"Oleh kerana kejayaan suri rumah tersebut, dia telah berjaya menarik ramai orang muda
kembali kepada kampung mereka untuk mengusahakan produk *value add* kacang mereka dan ini
telah menarik perhatian Alibaba. Alibaba *adopt* kampung tersebut sebagai kampung Alibaba dan
mereka seterusnya berjaya memasarkan lebih banyak produk daripada kampung tersebut dan
akhirnya kampung yang hanya mempunyai 1,500 orang itu berjaya mencipta satu GDP sebanyak
USD500 juta. Ini bermaksud bahawa dalam kampung itu lebih daripada 100 orang jutawan, walaupun
1,500 orang, dan pendapatan petani meningkat empat kali ganda.
*It is a tremendous success story* dan saya nampak potensi yang begitu besar di kawasan-
kawasan pedalaman di Malaysia, Sabah dan Sarawak- tempat-tempat pertanian boleh menggunakan
modul yang lebih kurang sama- *leverage on digital economy,* jualan terus melalui *online.* Itu sedikit
daripada saya. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Timbalan Yang di-Pertua,Sila.
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Dr. Nuing Jeluing,"Terima kasih Tuan Yang di-Pertua. Terima kasih Yang Berhormat
Menteri atas jawapan.
Saya difahamkan bahawa Kementerian Pemodenan Pertanian Sarawak atau *Ministry of
Modernisation of Agriculture* telah memperkenalkan sistem *anchor FAMA.* Tujuan *anchor FAMA* itu
membeli daripada petani-petani. Misalnya, sekarang sudah diiktiraf satu *anchor FAMA* atau syarikat
yang membeli durian, misalnya Musang King yang mereka jual ke China. Juga, ada *anchor FAMA*
untuk tanaman-tanaman lain seperti nanas dan sebagainya. Pekebun kecil sekarang boleh menjual
hasil tanaman mereka terus kepada *anchor FAMA* ini.
Kedua, Kementerian Pertanian di Sarawak ada mengendalikan *collection center* atau pusat
tempat menjual hasil petani-petani kecil di setiap daerah di Sarawak. Petani-petani kecil ini boleh
membawa hasil tanaman mereka ke pusat ini dan dia terus menjual di pusat ini. *So,* sekarang dia tidak
payah pergi ke sini sana untuk menjual hasil tanaman dia.
Soalan saya, apakah peranan agensi-agensi kerajaan yang lain, selain daripada FAMA,
untuk mengendalikan pusat *collection center* ini di Malaysia, khasnya di Sarawak dan Sabah? Terima
kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Tuan Sim Tze Tzin,"Terima kasih atas soalan tambahan daripada Yang Berhormat Senator.
Sebelum saya jawab, saya ingin mengalu-alukan kedatangan rombongan daripada Jurusan Jahitan
Pakaian Lelaki dari Institut Kemahiran Belia Negara (IKBN) Peretak, Selangor..."
