level_1,level_2,level_3,timestamp,author,speech
,,,1000,ANNOTATION,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1003,Timbalan Menteri Pengangkutan [Datuk Haji Hasbi bin Habibollah],"Tuan Yang
di-Pertua, saya mohon mencadangkan:
“Bahawa walau apa pun peruntukan-peruntukan Peraturan Mesyuarat
11, Majlis Dewan Negara hari ini tidak akan ditangguhkan sehingga selesai
semua urusan kerajaan yang tertera dalam *Aturan Urusan Mesyuarat* pada
hari ini diputuskan dan diluluskan dan selepas itu Majlis Mesyuarat akan
ditangguhkan kesatu tarikh yang tidak ditetapkan.”"
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1003,Tuan Yang di-Pertua,Baiklah. Siapakah yang menyokong?
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1003,Dato’ Kesavadas a/l A Achyuthan Nair,"Tuan Yang di-Pertua, saya menyokong."
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1003,Tuan Yang di-Pertua,"Ahli-ahli Yang Berhormat. Sekarang saya kemukakan masalah
kepada Majlis untuk diputuskan. Masalahnya ialah usul seperti yang dikemukakan oleh Yang
Berhormat Timbalan Menteri itu tadi hendaklah dipersetujukan"
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1003,ANNOTATION,[Usul dikemukakan bagi diputuskan; dan disetujukan]
RANG UNDANG-UNDANG,"RANG UNDANG-UNDANG PENGANGKUTAN
AWAM DARAT (PINDAAN) 2023
Bacaan Kali Yang Kedua dan Ketiga",,1003,,"*Aturan Urusan Mesyuarat* dibacakan bagi menyambung semula perbahasan yang
ditangguhkan atas masalah, “Bahawa rang undang-undang ini dibacakan Kali Yang Kedua
sekarang.”"
RANG UNDANG-UNDANG,"RANG UNDANG-UNDANG PENGANGKUTAN
AWAM DARAT (PINDAAN) 2023
Bacaan Kali Yang Kedua dan Ketiga",,1003,ANNOTATION,[10 April 2023]
RANG UNDANG-UNDANG,"RANG UNDANG-UNDANG PENGANGKUTAN
AWAM DARAT (PINDAAN) 2023
Bacaan Kali Yang Kedua dan Ketiga",,1005,Timbalan Menteri Pengangkutan [Datuk Haji Hasbi bin Habibollah],"*Bismillahi
Rahmani Rahim. Assalamualaikum warahmatullahi wabarakatuh.*
Tuan Yang di-Pertua, saya pada pagi ini akan menjawab perkara-perkara yang
dibangkitkan oleh Yang Berhormat Senator dalam perbahasan semalam
Pertamanya, apa yang dibangkitkan oleh Yang Berhormat Dato’ Dr. Nelson a/l
Renganathan iaitu tentang lesen PSV bagi *p*-*hailing,* jumlah penggiat sehingga 31 Oktober.
Berapakah penggiat *p*-*hailing* yang diluluskan APAD? Berapakah tempoh yang diambil APAD
untuk menyelesaikan permohonan prosedur pengambilan lesen? Penalti dan tindakan yang
dikenakan sekiranya penunggang *p-hailing* melanggar peraturan.
Ada sepuluh soalan yang dibangkitkan oleh Yang Berhormat Senator. Justeru itu,
berkaitan juga dengan lesen khas *p*-*hailing.* Adakah lesen khas *p*-*hailing* mempunyai tempoh
luput? Caj yang dikenakan. *Rationality* kelas induksi latihan bagi pengambilan lesen khas.
Rasional pemantauan baharu seperti lesen khas sedangkan telah dipantau oleh operator dan
juga iaitu soalan tentang, tindakan *check and balance* APAD untuk memantau tindak tanduk
aduan orang ramai.
Sebagai jawapannya, tiada rekod yang sahih mengenai jumlah perniagaan *p*-*hailing*
pada masa ini. Ini kerana industri berkenaan masih belum dikawal selia pada masa ini.
Maklumat berkenaan akan hanya dapat diperoleh setelah industri ini dikawal selia oleh MOT
dan agensi-agensinya. Proses permohonan dan peraturan akan setara seperti mana
ditetapkan kepada perniagaan *e*-*hailing* pada masa ini. Namun, peraturan dan syarat akan
dimuktamadkan setelah punca kuasa mengenai kawal selia ini diperuntukkan di bawah Akta
715 dengan mengadakan sesi libat urus dengan pihak syarikat terbabit.
Satu lagi ialah jawapan iaitu berkenaan dengan, peraturan di jalan raya. Penunggang
akan tertakluk kepada semua peraturan jalan raya di bawah Akta 333 dan boleh diambil
tindakan berdasarkan peruntukan sedia ada dalam akta tersebut. Perkara berkaitan tempoh
sah laku dan caj akan dimuktamadkan selepas punca kuasa di bawah akta ditetapkan dan
akan dimaklumkan kemudian. Lesen Vokasional merupakan syarat wajib di bawah Akta 333.
Keperluan adalah sama seperti sebelum ini, termasuk memastikan penunggang memahami
industri, peraturan dan skop kerja yang akan dilakukan demi memastikan tahap kualiti
perkhidmatan kepada orang ramai akan mematuhi peraturan jalan raya juga.
Satu perkara lagi adalah tentang mematuhi peraturan sedia ada. Ia dilaksanakan bagi
memastikan semua pihak mematuhi peraturan sedia ada. Elemen undang-undang tidak boleh
dilaksanakan sepenuhnya oleh pihak syarikat dan hanya oleh agensi yang
dipertanggungjawabkan di bawah akta. Pemantauan akan dilaksanakan kelak setelah industri
ini dikawal selia dan punca kuasa diwujudkan di bawah Akta 715 iaitu berkenaan dengan
*check and balance* APAD ini. Ada persoalan penghabisan iaitu tentang apakah APAD akan
melaksanakan audit berkala? Jadi, ia samalah. Ia akan dilaksanakan setelah punca kuasa ini
diwujudkan.
Seterusnya ialah persoalkan perbahasan yang dibangkitkan oleh Yang Berhormat
Senator Tuan Isaiah a/l D Jacob. Pertama, Yang Berhormat menanyakan apakah tindakan
secepat mungkin bagi penyediaan bas di lokasi jauh dari bandar? Kita ambil maklum dengan
cadangan ini dan akan dikaji lebih lanjut di bawah Program Bas Henti-henti sedia ada.
Seterusnya, persoalan yang dibangkitkan iaitu cadangan bagi menambah baik fasiliti
golongan OKU di stesen pengangkutan awam. Perkara ini juga akan diambil maklum dengan
cadangan ini dan akan dikaji juga lebih lanjut lagi di bawah Program Bas Henti-henti yang
sedia ada.
Ketiganya, persoalan yang dibangkitkan cadangan untuk memberi diskaun terhadap
golongan OKU yang menggunakan perkhidmatan *e-hailing.* Kita juga mengambil maklum
tentang perkara ini dan akan diteliti dengan lebih lanjut dan berbincang, libat urus bersama
dengan pihak-pihak penyedia perkhidmatan."
RANG UNDANG-UNDANG,"RANG UNDANG-UNDANG PENGANGKUTAN
AWAM DARAT (PINDAAN) 2023
Bacaan Kali Yang Kedua dan Ketiga",,1010,Timbalan Menteri Pengangkutan [Datuk Haji Hasbi bin Habibollah],"Perkara yang dibangkitkan seterusnya oleh Yang Berhormat Senator Dato’ Ahmad bin
Dato’ Sri Haji Ibrahim. Pertama ialah tentang perlaksanaan GDL. Adakah kementerian telah
melaksanakannya? Seperti dimaklumkan lesen vokasional adalah wajib di bawah ketetapan
Akta 333 kepada semua pemandu atau penunggang atau kelindan pemandu-pemandu
kenderaan perkhidmatan awam dan kenderaan barangan.
Satu lagi ialah tentang adakah kerajaan berhasrat memantapkan syarat terhadap
pengendali *p-hailing* bagi mengelakkan kejadian yang tidak diingini berlaku kepada
penunggang *p-hailing.* Memang benar, sememangnya inilah hasrat penetapan peraturan,
undang-undang ini dan pengawalseliaan perkhidmatan *p-hailing* bagi memastikan aspek
kelestarian dan daya saing perniagaan seterusnya menjaga kebajikan serta keselamatan
penunggang terbabit.
Satu lagi soalan dibangkitkan ialah adakah MOT akan mengenakan syarat yang ketat
bagi kenderaan asing agar dapat membendung masalah pelanggaran peraturan oleh
kenderaan asing di Malaysia? Semua kenderaan perdagangan asing yang memasuki
Malaysia akan tertakluk kepada semua peraturan sedia ada di bawah Akta 333.
Satu lagi ialah cadangan di-*link*-kan dengan sistem PBT agar dapat melaksanakan
peraturan menyelesaikan isu tunggakan saman. Cadangan Yang Berhormat ini diambil
maklum dan perkara ini akan dibincangkan dengan lebih terperinci dengan pihak berkuasa
tempatan yang berkaitan. Ini kerana tempat ini bukannya semua ia berkaitan terutama dengan
daerah-daerah ataupun kawasan-kawasan di sempadan.
Perkara yang dibangkitkan oleh Yang Berhormat Senator Datin Hajah Ros Suryati binti
Alang. Sejauh manakah persediaan penguatkuasaan undang-undang terhadap kenderaan
berat asing? Apakah mekanisme dan kawalan bagi menangani isu ini? Peraturan ini akan
dikuatkuasakan dengan menggunakan sistem caj jalan dan permit kemasukan kenderaan
motor asing yang telah dipasang dan dikuatkuasakan di dua pintu masuk negara kita iaitu
Malaysia-Singapura. Sistem sama akan dipasang dan dikuatkuasakan di sempadan darat
Malaysia-Thailand dan kelak dengan Indonesia serta Brunei.
Keadaan kawalan melalui pemantauan semasa kenderaan memasuki sempadan
negara dan semasa berada di atas jalan. Bagi spesifikasi kenderaan perdagangan yang akan
memasuki negara ini, semua Negara Pejanji telah bersetuju dengan protokol tiga dan empat
di bawah kerangka perjanjian tersebut yang berkaitan dengan spesifikasi kenderaan. Justeru,
kenderaan perdagangan asing yang akan dibenarkan memasuki negara perlu mematuhi
spesifikasi yang telah pun ditetapkan.
Selain itu, semua kenderaan barangan asing perlu mematuhi semua perundangan
negara termasuk berkaitan pengangkutan barangan dan undang-undang jalan raya.
Penguatkuasaan terhadap kenderaan-kenderaan ini akan menggunakan prosedur yang sama
sebagaimana yang dikuatkuasakan ke atas kenderaan barangan tempatan.
Seperkara lagi yang dibangkitkan isu saman tertunggak oleh kenderaan asing yang
melanggar peraturan di jalan raya di Malaysia. Isu saman telah dijawab mengenai perkara
yang sama dan akan dilaksanakan melalui proses penguatkuasaan yang sedia ada. Ada juga
yang dibangkitkan lagi ialah tentang apakah disediakan apa-apa bentuk inisiatif bantuan
terhadap pemandu bas persiaran? Pada waktu ini tiada sebarang inisiatif yang diadakan.
Satu persoalan lagi ialah tentang kenderaan sapu. Adakah ia akan dikawal selia dan
dilesenkan oleh APAD seperti yang banyak berlaku di sempadan? Memang benar perkara ini
akan dilaksanakan setelah punca kuasa bagi tujuan mengawal selia kenderaan perdagangan
asing diwujudkan di bawah Akta 715.
Tentang kes penyeludupan minyak di samping isu pengubahsuaian kenderaan berat
untuk aktiviti seludup ini. Kita mengambil maklum tentang perkara ini, namun isu
penyeludupan minyak ini adalah di luar skop Akta 333 dan di luar skop pindaan kepada Akta
715 ini. Namun, MOT dan juga JPJ senantiasa bekerjasama dengan pihak Jabatan Kastam
Diraja Malaysia bagi menangani isu terbabit.
Isu-isu yang dibangkitkan oleh Yang Berhormat Tuan Abun Sui Anyit iaitu apakah
tindakan MOT bagi menangani isu manipulasi sistem operator yang dibuat oleh operator yang
dilihat sebagai menindas pendapatan yang dijana penunggang *p-hailing?* Isu-isu yang
dibangkitkan diambil maklum dan merupakan perkara yang menjadi asas kenapa kerajaan
mengambil keputusan untuk mengawal selia industri berkenaan. Perkara-perkara terbabit
akan kelak dikawal selia oleh pihak APAD.
Seterusnya ialah bagaimana MOT membantu kenderaan di kawasan yang tidak
memiliki infrastruktur jalan yang baik? Kita mengambil maklum mengenai perkara ini Yang
Berhormat, namun ia di luar skop pindaan ini juga, di bawah Akta 715 ini. Syor Yang
Berhormat akan diteliti dengan lebih lanjut kelak. MOT bersama dengan kementerian yang
lain yang berkaitan dengan jalan raya dan juga ada yang disebut semalam berkaitan dengan
telekomunikasi ini.
Seterusnya ialah perkara yang dibangkitkan oleh Yang Berhormat Senator Tuan Amir
bin Ghazali iaitu apakah kaedah kerajaan meringankan beban golongan *rider?* Perkara yang
dibangkitkan oleh Yang Berhormat iaitu diberi perhatian oleh kementerian. Perkara ini akan
diteliti dengan lebih terperinci kelak melibatkan pihak syarikat penyedia perkhidmatan dan
penunggang bagi meneliti isu sebenar yang berbangkit dan mencari jalan penyelesaian
terbaik melibatkan perkara tersebut.
Adakah pemandu akan terbeban dengan GDL? Syarat lesen vokasional ini adalah
kewajipan kepada semua pemandu atau penunggang kenderaan perkhidmatan awam dan
barangan sedia ada dan yang akan datang. MOT akan mengambil langkah bagi memastikan
proses mendapatkan lesen vokasional akan dipermudahkan. Seperti yang telah diumumkan
pada pagi semalam dalam *press release* Yang Berhormat Menteri MOT, salah satu
penambahbaikan adalah dengan pemansuhan ujian teori dan membenarkan proses kelas
teori dilaksanakan secara atas talian.
Seterusnya ialah perkara berkaitan sejauh mana maklum balas rakyat terhadap
digitalisasi JPJ? Pada masa ini, maklum balas yang diterima adalah positif termasuk
mengandungi cadangan-cadangan bagi menambah baik skop perkhidmatan disediakan.
Semua input akan diterima dan diambil kira dalam menambah baik inisiatif pendigitalan JPJ
ini.
Seterusnya ialah perkara yang dibangkitkan oleh Yang Berhormat Senator Dato' Haji
Jefridin bin Haji Atan. Apakah cadangan untuk membina LRT di Johor Bahru (JB) bagi
melancarkan pergerakan kenderaan dan mengurangkan kesesakan jalan? Kita mengambil
maklum akan cadangan yang baik tersebut.
Keduanya ialah isu penggunaan *p-hailing* selain motosikal. Apakah pengawalseliaan
dari sudut undang-undang bagi jenis kenderaan ini? Seperti dimaklumkan hanya kenderaan
motor yang telah berdaftar dan dilesenkan sahaja akan dibenarkan digunakan sebagai
kenderaan *p-hailing.* Apakah MOT akan mewajibkan GDL? Sudah tentu syarat lesen
vokasional merupakan syarat wajib bagi mana-mana individu yang akan bekerja sebagai
pemandu ataupun penunggang kenderaan perkhidmatan awam atau kenderaan barangan.
Tentang apa inisiatif kementerian bersama pengendali perkhidmatan *p-hailing* agar
dapat menyelesaikan isu penindasan. Perkara yang sama juga telah dibangkitkan tadi,
perkara ini pastinya akan dibincangkan kelak bersama semua pihak terbabit bagi mengatasi
isu yang berbangkit ini.
Adakah MOT berpandangan untuk menetapkan gaji minimum bagi kenderaan *p-
hailing* ini? Tiada terdapat perancangan untuk pengawal selia skop berkenaan pada masa ini
kerana ia membabitkan banyak kementerian yang lain.
Seterusnya ialah isu yang dibangkitkan oleh Yang Berhormat Senator Dato’ Haji
Husain bin Awang. Sejauh manakah MOT memandang serius akan penunggang *p-hailing*
yang berisiko terlibat kemalangan? Sememangnya MOT dan agensi mengambil berat akan
isu keselamatan ini. Inilah merupakan objektif pengawalseliaan industri ini. Program advokasi,
kempen keselamatan yang memberi fokus kepada penunggang *p-hailing* juga akan
dilaksanakan pada tahun lepas, tahun 2022."
