21022023,PENERANGAN DARIPADA MENTERI DI JABATAN PERDANA MENTERI (UNDANG-UNDANG DAN REFORMASI) DI BAWAH P.M 14(1)(i),0.95
20022023,PEMAKLUMAN DARIPADA YANG DI-PERTUA,0.95
22052023,PEMASYHURAN DARIPADA YANG DI-PERTUA,0.95
13022023,TITAH SERI PADUKA BAGINDAYANG DI-PERTUAN AGONG XVI,0.95
15062023,USUL MENTERI KESIHATAN DI BAWAH P.M 27(3),0.99
16022023,PENERANGAN DARIPADA PERDANA MENTERI DI BAWAH P.M 14(1)(i),0.99
13062023,PENERANGAN DARIPADA MENTERI PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP DI BAWAH P.M 14(1)(i),0.99
14062023,PENERANGAN DARIPADA PERDANA MENTERI DI BAWAH P. M. 14(1)(i),0.99
09102023,PENERANGAN DARIPADA MENTERI PERTANIAN DAN KETERJAMINAN MAKANAN DI BAWAH PERATURAN MESYUARAT 14(1)(i),0.99
09102023,PENERANGAN DARIPADA MENTERI PERTAHANAN DI BAWAH PERATURAN MESYUARAT 14(1)(i),0.99
