level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi.,,
,,,10.00 pagi.,ANNOTATIONS,"[Timbalan Yang di-Pertua (Dato' Ramli bin Dato' Mohd Nor)
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,,,10.00 pagi.,,
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,,,10.00 pagi.,Timbalan Yang di-Pertua [Dato' Ramli bin Dato' Mohd Nor]," Bismillahi Rahmani
Rahim. Alhamdulillah dengan izin Allah SWT kita berada di dalam Dewan ini. Saya persilakan
untuk soalan lisan yang pertama. Yang Berhormat Hulu Langat.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,,,10.00 pagi.,Tuan Mohd Sany bin Hamzan [Hulu Langat]]," Assalamualaikum warahmatullahi
wabarakatuh, salam sejahtera. Terima kasih Tuan Yang di-Pertua. Sebelum itu, saya ingin
mengucapkan selamat menyambut hari jadi kepada teman dan juga sahabat saya Yang
Berhormat Shah Alam, yang ke-36 tahun. [Tepuk] Silap, yang ke-56 tahun. Selamat menyambut
ulang tahun kelahiran.
Tuan Yang di-Pertua, kalau orang Minangkabau sebut satu ciek, soalan saya nombor
satu. Terima kasih.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10.00 pagi.,Tuan Mohd Sany bin Hamzan [Hulu Langat] ,"minta  Menteri Pembangunan Wanita,
Keluarga dan Masyarakat menyatakan adakah kementerian berhasrat memperkenalkan
undang-undang yang mewajibkan potongan gaji anak-anak yang menghantar ibu bapa mereka
di pusat jagaan atau rumah jagaan warga emas yang terdapat dalam negara ini.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10.00 pagi.,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat [Puan Hajah Raj Munni binti Sabu]]"," Bismillahi Rahmani Rahim. [Berselawat] Assalamualaikum
warahmatullahi wabarakatuh dan salam sejahtera Tuan Yang di-Pertua.
Tugasan menjaga anak-anak merupakan amanah kepada kedua-dua ibu bapa sama
sepertimana tanggungjawab anak-anak untuk menjaga dan menyantuni kedua-dua ibu bapa
mereka. Kementerian Pembangunan Wanita, Keluarga dan Masyarakat (KPWKM) menyambut
baik cadangan untuk memperkenalkan undang-undang yang mewajibkan potongan gaji anak-
anak yang menghantar ibu bapa mereka ke pusat jagaan ataupun rumah jagaan sekiranya anak-
anak itu berkemampuan tetapi tidak melaksanakan tanggungjawab.
Namun bagi yang tidak berkemampuan, KPWKM telah melaksanakan pelbagai inisiatif
secara menyeluruh bagi memelihara kebajikan warga emas yang ada di dalam negara ini.
KPWKM melalui Jabatan Kebajikan Masyarakat (JKM) mewujudkan perkhidmatan institusi
DR. 15.3.2023  2 
Rumah Seri Kenangan (RSK) dan juga Rumah Ehsan (RE) khusus bagi warga emas yang
memerlukan.
Rumah Seri Kenangan ditubuhkan untuk memberi jagaan dan perlindungan kepada
warga emas yang daif demi menjaga kesejahteraan dan kehidupan hidup mereka yang lebih
berkualiti. Manakala, Rumah Ehsan pula ditubuhkan untuk memberi jagaan, rawatan dan
perlindungan kepada warga emas yang uzur, daif dan juga tidak mempunyai waris agar dapat
terus hidup dalam suasana yang selesa dan tenteram. Semua institusi ini dibiayai penuh oleh
kerajaan tanpa mengenakan sebarang bayaran kepada para penghuni yang tinggal di situ.
KPWKM telah menjalankan satu kajian kandungan pendekatan dan skop bagi
pewujudan satu akta khusus berkaitan dengan warga emas di Malaysia. Penggubalan Akta
Warga Emas ini dilihat sebagai satu langkah positif yang bersifat holistik untuk melindungi warga
emas di Malaysia. Antara kandungan akta tersebut adalah:
(i) melindungi kebajikan warga emas;
(ii) melindungi hak asasi warga emas;
(iii) memperkasakan warga emas;
(iv) memperkasakan ahli-ahli keluarga dan juga komuniti;
(v) mewujudkan sistem sokongan yang kuat untuk warga emas; dan
(vi) mewujudkan sistem sokongan yang kuat untuk para penjaga.
Usaha pewujudan satu akta warga emas ini merupakan salah satu langkah kementerian
dalam menangani isu penuaan ataupun negara tua, pada masa dijangka tahun 2030, dengan
pendekatan yang dapat mengharmonikan semua pihak dan sebagai persediaan negara ke arah
mencapai status negara tua khususnya pada tahun 2030.
Tuan Yang di-Pertua, rang undang-undang warga emas disasarkan untuk bacaan kali
pertama di Dewan Rakyat insya-Allah pada tahun 2024, tahun hadapan. Sehubungan dengan
itu, KPWKM akan meneliti kesesuaian undang-undang terhadap anak-anak yang tidak
bertanggungjawab kepada ibu bapa dalam akta tersebut bagi memastikan kesedaran
masyarakat umum tentang kepentingan menjaga warga emas akan terus meningkat, insya-
Allah. Sekian, terima kasih.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10.00 pagi.,Timbalan Yang di-Pertua [Dato' Ramli bin Dato' Mohd Nor]," Yang Berhormat Hulu
Langat. Tambahan.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10.00 pagi.,Tuan Mohd Sany bin Hamzan [Hulu Langat]]," Saya hendak tanya sedikit kepada Yang
Berhormat Menteri. Terima kasih atas jawapan yang diberikan tadi. Apakah inisiatif ataupun
bantuan-bantuan yang diberikan oleh kerajaan kepada warga emas yang terdapat di dalam
negara kita Malaysia yang kita cintai ini? Terima kasih, Tuan Yang di-Pertua.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10.00 pagi.,Timbalan Yang di-Pertua [Dato' Ramli bin Dato' Mohd Nor]," Yang Berhormat Menteri.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10.00 pagi.,Puan Hajah Raj Munni binti Sabu," Tuan Yang di-Pertua. Terima kasih, Yang
Berhormat.
Kementerian sebenarnya melalui Jabatan Kebajikan Masyarakat mempunyai beberapa
inisiatif untuk menjaga kebajikan warga emas yang walaupun kita belum ada lagi rang undang-
undang tersebut tetapi kita telah ada beberapa inisiatif untuk menjaga warga emas melalui
DR. 15.3.2023  3 
beberapa perkhidmatan di institusi. Seperti contohnya, antaranya seperti yang saya sebutkan
tadi, Rumah Seri Kenangan.
Rumah Seri Kenangan telah ditubuhkan pada tahun 1950 yang berfungsi memberi
penjagaan dan perlindungan kepada warga emas yang daif demi menjamin kesejahteraan hidup
mereka. Sekarang ini, terdapat lebih kurang 10 buah Rumah Seri Kenangan yang ada di seluruh
negara dengan kapasiti seramai 1,640 orang. Dua buah lagi Rumah Ehsan yang berkapasiti 255
orang. Itu pertama.
Kedua, kita juga ada Pusat Aktiviti Warga Emas (PAWE). Ia telah dimulakan pada –
sehingga Disember 2022, sejumlah lebih kurang 161 buah PAWE telah ditubuhkan di 146 buah
kawasan Parlimen dengan jumlah ahli yang berdaftar adalah sejumlah 52,753 orang ahli.
Peruntukan bagi tahun 2023 ini, Tuan Yang di-Pertua, adalah sejumlah RM8.4 juta.
Ketiga, kita juga ada Unit Penyayang Warga Emas (UPWE) adalah dalam bentuk
sembilan buah unit van yang disebut sebagai UPWE yang menyediakan kemudahan
pengangkutan kepada warga emas untuk mendapatkan rawatan-rawatan di hospital, klinik dan
juga tempat-tempat yang perhubungan sosial. Ini dalam bajet 2023, peruntukannya adalah
sejumlah RM315,000.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,■1010,Puan Hajah Raj Munni binti Sabu,"Keempat, adalah berkaitan dengan bantuan warga emas yang diberikan sejumlah
RM500 sebulan dan ini telah pun memberi manfaat kepada lebih kurang lebih 140,447 orang
warga emas di seluruh negara dengan peruntukan RM831.4 juta. Untuk peruntukan bajet 2023
diperuntukkan sejumlah RM899 juta.
Tuan Yang di-Pertua, yang kelima adalah program khidmat bantu di rumah iaitu satu
Program Perkhidmatan Sokongan Sosial yang diberikan oleh sukarelawan-sukarelawan kepada
warga emas khususnya yang kebanyakan mereka tinggal sendiri Tuan Yang di-Pertua, terima
kasih.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,■1010,Timbalan Yang di-Pertua [Dato' Ramli bin Dato' Mohd Nor]," Silakan Yang Berhormat.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,■1010,Dato' Siti Zailah binti Mohd Yusoff [Rantau Panjang]]," Bismillahi Rahmani Rahim,
Assalamualaikum warahmatullahi wabarakatuh dan salam sejahtera terima kasih Tuan Yang di-
Pertua. Soalan tambahan saya, kita menyedari betapa pentingnya peranan anak dalam menjaga
ibu bapa. Jadi saya ingin tahu apakah inisiatif ataupun kempen yang telah dilakukan di bawah
kementerian untuk memupuk sifat tanggungjawab kepada ibu bapa dan warga emas di kalangan
ahli keluarga dan mengurangkan anak-anak yang suka menghantar, melepaskan
tanggungjawab ke pusat-pusat jagaan.
Saya ingin tahu, apakah kerajaan bercadang akan menaikkan geran peruntukan di
pusat-pusat jagaan warga emas selaras dengan kos hidup yang semakin meningkat? Terima
kasih.
"
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,■1010,Timbalan Yang di-Pertua [Dato' Ramli bin Dato' Mohd Nor]," Yang Berhormat Menteri.
"
