level-1,level-2,level-3,timestamp,author,speech
,,,11.24 pagi,,
,"ISTIADAT PEMBUKAAN PENGGAL KEENAM
MAJLIS PARLIMEN YANG KETIGA BELAS
",,11.24 pagi,ANNOTATIONS,
,"ISTIADAT PEMBUKAAN PENGGAL KEENAM
MAJLIS PARLIMEN YANG KETIGA BELAS
",,11.24 pagi,Tuan Yang di-Pertua," Ahli-ahli Yang Berhormat, Persidangan Parlimen Yang
Ketiga Belas, Penggal Keenam yang diadakan bersama di antara Dewan Negara dan
Dewan Rakyat sekarang berlangsung. Persidangan ini adalah di bawah Perkara 60,
Perlembagaan Persekutuan di mana Seri Paduka Baginda Yang di-Pertuan Agong akan
bertitah kepada Ahli-ahli kedua-dua Majlis Parlimen bersesama.
Sekarang saya tempohkan persidangan buat sementara waktu untuk
menyambut keberangkatan tiba Seri Paduka Baginda Yang di-Pertuan Agong.
Persidangan ditempohkan.
"
,"ISTIADAT PEMBUKAAN PENGGAL KEENAM
MAJLIS PARLIMEN YANG KETIGA BELAS
",,11.24 pagi,ANNOTATIONS,
,"ISTIADAT PEMBUKAAN PENGGAL KEENAM
MAJLIS PARLIMEN YANG KETIGA BELAS
",,11.24 pagi,ANNOTATIONS,
,"ISTIADAT PEMBUKAAN PENGGAL KEENAM
MAJLIS PARLIMEN YANG KETIGA BELAS
",,11.24 pagi,ANNOTATIONS,"[Keberangkatan tiba Seri Paduka Baginda Yang di-Pertuan Agong ke Dewan
"
,"ISTIADAT PEMBUKAAN PENGGAL KEENAM
MAJLIS PARLIMEN YANG KETIGA BELAS
",,11.24 pagi,ANNOTATIONS,"[Yang Amat Berhormat Perdana Menteri mempersembahkan Titah Diraja
"
,"TITAH
KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,11.24 pagi,,"Bismillaahir Rahmaanir Rahiim
Alhamdulillahi Rabbil ‘Alamin. Wassolaatu Wassalaamu ‘Ala Asyrafil Anbiyaai Wal
Mursaliin
Wa’ala Aalihi Wa Sohbihi Ajma’iin.
Assalamualaikum Warahmatullaahi Wabarakaatuh dan Salam Sejahtera.
Yang di-Pertua Dewan Negara, Yang di-Pertua Dewan Rakyat, Ahli-Ahli Dewan
Negara dan Ahli-Ahli Dewan Rakyat sekalian.
2                                                                 DR 5.3.2018 
Alhamdulillah, Beta memanjatkan kesyukuran ke hadrat Allah Subhanahu
Wata’ala, kerana dengan limpah kurnia dan izin-Nya dapat kita bersama-sama pada hari
ini dalam Istiadat Pembukaan Penggal Keenam, Parlimen Ketiga Belas.
Ahli-Ahli Yang Berhormat, Beta bersyukur walaupun berdepan dengan
ketidaktentuan ekonomi global, namun Kerajaan kekal fokus serta komited
melaksanakan dasar-dasar transformasi fiskal serta pengurusan ekonomi dan kewangan
negara secara berhemat. Kewangan Kerajaan juga dijangka akan lebih kukuh,
disumbangkan oleh kutipan hasil yang lebih tinggi, pertumbuhan perbelanjaan yang
sederhana dan defisit fiskal yang disasarkan terus berkurangan. Rizab antarabangsa
pula kekal kukuh manakala hutang Kerajaan Persekutuan terurus dan terkawal.
Perdagangan luar Malaysia dijangka akan kekal berdaya tahan selaras dengan
aktiviti perdagangan global yang semakin meningkat. Negara juga masih kekal sebagai
salah satu destinasi pelaburan pilihan dan dijangka dapat menarik pelaburan yang lebih
tinggi pada tahun 2018. Diharapkan momentum prestasi positif ini dapat dikekalkan.
Demi masa depan, negara hendaklah terus mempertingkatkan usaha kerana
mengekalkan kejayaan adalah lebih sukar daripada mencapainya. Justeru, Beta
menyeru semua program dan projek yang dirancang dilaksanakan dengan mengambil
kira cabaran-cabaran semasa yang dihadapi negara.
Beta mengalu-alukan langkah Kerajaan yang berterusan untuk menangani isu-
isu yang dekat di hati rakyat melalui pelbagai inisiatif terutamanya berhubung kos sara
hidup. Beta percaya lebih banyak lagi inisiatif akan diperkenalkan berikutan langkah
Kerajaan menubuhkan Majlis Tindakan Sara Hidup Negara bagi merangka program
bersesuaian yang boleh dilaksanakan segera untuk meringankan beban rakyat.
Kerajaan Beta akan terus menyediakan peruntukan bagi melaksanakan lebih
banyak program dan projek berpaksikan rakyat demi kesejahteraan mereka. Subsidi dan
bantuan bersasar akan terus disediakan kepada golongan yang memerlukan.
Ahli-Ahli Yang Berhormat, perpaduan adalah inti pati kepada keamanan serta
kesejahteraan hidup rakyat dan kestabilan negara. Ke arah itu, Beta berharap
penghayatan warisan sejarah negara dan penguasaan bahasa kebangsaan terus
diperkukuhkan sebagai asas jati diri rakyat Malaysia.
Beta mengalu-alukan peningkatan dalam skor Indeks Syariah Malaysia yang
merupakan satu komitmen Kerajaan dalam melaksanakan pentadbiran negara
berdasarkan peruntukan Perlembagaan Persekutuan yang meletakkan Islam sebagai
agama Persekutuan. Dalam hal ini, nilai kesederhanaan yang sentiasa diperjuangkan
oleh Malaysia juga telah mendapat keyakinan dunia apabila resolusi bagi menangkis
penyebaran fahaman ekstremisme dan radikalisasi yang dikemukakan oleh Malaysia
diterima dalam Perhimpunan Agung Pertubuhan Bangsa-Bangsa Bersatu.
Kerajaan Beta akan terus melaksanakan program transformasi bagi
meningkatkan kualiti hidup dan kesejahteraan rakyat di luar bandar, Sabah, Sarawak,
peneroka FELDA, pekebun kecil RISDA, peserta FELCRA, penduduk kampung
tradisional dan masyarakat Orang Asli serta Bumiputera minoriti di Sabah dan Sarawak.
Latihan kemahiran dan program keusahawanan yang telah berjaya meningkatkan
pendapatan golongan sasar berkenaan akan diteruskan momentum pelaksanaannya.
DR 5.3.2018                                                         3                   
Dalam meningkatkan kesejahteraan masyarakat bandar, Beta mengalu-alukan
langkah menambah baik sistem pengangkutan awam yang kini kadar penggunaannya
semakin meningkat setiap hari. Beta yakin projek-projek infrastruktur pengangkutan
awam yang kini dalam pelbagai peringkat pelaksanaan akan turut memberi limpahan
ekonomi kepada rakyat.
Kualiti penyampaian perkhidmatan kesihatan juga akan dipertingkatkan dengan
nilai tambah dan nilai cipta terkini menerusi kelestarian pelbagai inovasi dan idea kreatif,
serta berteraskan kolaborasi pintar antara pemegang taruh bidang kesihatan daripada
pelbagai sektor.
Ahli-Ahli Yang Berhormat, ancaman ke atas keselamatan dan keamanan
negara merupakan sesuatu yang nyata dan muncul dalam pelbagai bentuk. Beta
menyeru supaya Kerajaan terus mempertingkatkan tahap kesediaan terutamanya dalam
penguatkuasaan termasuk di ruang siber, keupayaan risikan, rondaan di sempadan dan
perairan negara serta usaha membanteras aktiviti pemerdagangan orang. Beta juga
berharap tiada pihak yang menjadikan isu keselamatan negara sebagai bahan sendaan
dan mainan politik. Begitu juga ancaman penyalahgunaan dadah dalam kalangan
golongan muda dan pelajar kini semakin serius. Justeru, Beta menggesa semua pihak
mengambil langkah-langkah pencegahan dan penguatkuasaan yang lebih berkesan
untuk membanteras ancaman tersebut.
Pada masa ini media sosial amat berpengaruh dalam membentuk nilai-nilai dan
budaya sesuatu masyarakat. Semua pihak hendaklah memainkan peranan masing-
masing untuk mempertahankan budi pekerti dan nilai-nilai baik masyarakat. Dalam hal
ini Beta amat menyokong cadangan untuk menggubal undang-undang bagi menangani
penyebaran berita palsu dan fitnah di media sosial.
Bidang pendidikan yang merupakan nadi pembangunan negara akan terus
memberi tumpuan kepada sains, teknologi dan inovasi (STI) serta pendidikan dan latihan
teknikal dan vokasional (TVET). Pada masa yang sama, bagi meningkatkan lagi
prasarana sekolah, projek naik taraf sekolah-sekolah daif terutamanya di Sabah dan
Sarawak telah dipercepatkan pelaksanaannya untuk meningkatkan kemudahan dan
keselesaan pembelajaran murid.
Beta amat sukacita pelbagai program dan aktiviti akan dilaksanakan bagi
memperkasakan wanita dalam pelbagai sektor termasuk memastikan 30 peratus
daripada mereka berada di peringkat pembuat keputusan. Kini sasaran tersebut telah
tercapai dalam sektor awam dan syarikat-syarikat yang tersenarai di Bursa Malaysia.
Usaha-usaha akan diteruskan untuk mempertingkatkan lagi sistem
penyampaian perkhidmatan Kerajaan agar lebih cekap bagi menjadikan Malaysia antara
kelompok 20 negara teratas di dunia. Penurunan kuasa Kerajaan Persekutuan secara
pentadbiran bagi perkara-perkara tertentu untuk membolehkan kementerian dan agensi
kerajaan negeri di Sabah dan Sarawak membuat keputusan segera ke atas program dan
projek untuk rakyat sangat dialu-alukan. Pada masa yang sama, integriti dan tadbir urus
pentadbiran awam akan terus diperkasakan untuk membanteras elemen-elemen
kebocoran, penyelewengan dan salah guna kuasa.
4                                                                 DR 5.3.2018 
Kerajaan Beta akan terus memodenkan sektor pertanian termasuk komoditi dan
kelapa, di samping meneroka sumber kekayaan baharu seperti durian, herba, tenusu dan
sarang burung walet. Usaha-usaha hendaklah diambil untuk memastikan eksport
pertanian dan komoditi memenuhi piawaian dan menembusi pasaran antarabangsa.
Ahli-Ahli Yang Berhormat, Beta mengucapkan terima kasih dan menghargai
komitmen serta sumbangan semua pihak dalam menjamin keselamatan, keamanan dan
kedaulatan negara yang dengannya membolehkan pembangunan dan kemajuan negara
berjalan baik dan hasilnya kita nikmati sekarang. Terima kasih juga kepada Kerajaan
Perdana Menteri yang menggembleng tenaga bagi membangunkan negara Malaysia
yang tercinta.
Akhir titah, Beta berdoa semoga negara Malaysia serta rakyatnya akan terus
diberkati dan dianugerahkan oleh Allah Subhanahu Wata’ala dengan taufik dan hidayah,
aman sentosa serta hidup bersatu padu di bawah lindungan-Nya.
Sekian. Wabillahi Taufik Walhidayah, Wassalamualaikum Warahmatullahi
Wabarakaatuh... [Tepuk]
"
,"TITAH
KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,11.24 pagi,Tuan Yang di-Pertua," Ahli-ahli Yang Berhormat, Persidangan Parlimen
ditangguhkan sekarang.
"
,"TITAH
KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,11.24 pagi,ANNOTATIONS,
,"TITAH
KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,11.24 pagi,ANNOTATIONS,"[Doa selamat dibaca oleh Mufti Wilayah Persekutuan, Sahibus Samahah Datuk
"
,"TITAH
KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,11.24 pagi,ANNOTATIONS,"[Seri Paduka Baginda Yang di-Pertuan Agong berangkat meninggalkan Majlis
"
