level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi,ANNOTATIONS,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
PEMASYHURAN TUAN YANG DI-PERTUA,MEMPERKENANKAN AKTA-AKTA,,10.00 pagi,Tuan Yang di-Pertua,"Ahli-ahli Yang Berhormat, saya suka hendak memberitahu
Majlis ini iaitu Ke Bawah Duli Yang Maha Mulia Seri Paduka Baginda Yang di-Pertuan Agong
dengan limpah kurnia Baginda telah memperkenankan akta-akta yang telah diluluskan oleh
Parlimen Keempat Belas dalam Mesyuarat Kedua, Penggal Kedua, Parlimen Keempat Belas
yang lalu seperti berikut:-
1. Akta Perlindungan Pengguna (Pindaan) 2019;
2. Akta Perhimpunan Aman (Pindaan) 2019;
3. Akta Pertubuhan Belia dan Pembangunan Belia (Pindaan) 2019;
4. Akta Perlembagaan (Pindaan) 2019;
5. Akta Perikanan (Pindaan) 2019;
6. Akta Penyemakan Undang-undang (Pindaan) 2019;
7. Akta Standard Minimum Perumahan dan Kemudahan Pekerja
(Pindaan) 2019; dan
8. Akta Syarikat (Pindaan) 2019."
PERUTUSAN DARIPADA DEWAN NEGARA,,,10.00 pagi,Tuan Yang di-Pertua,"Ahli-ahli Yang Berhormat, saya telah menerima satu
perutusan daripada Yang di-Pertua Dewan Negara yang menyatakan persetujuan Dewan itu
kepada rang undang-undang yang telah diluluskan oleh Dewan Rakyat dalam sidang
Parlimen Keempat Belas, Mesyuarat Kedua, Penggal Kedua 2019 yang lalu.  Saya
menjemput Setiausaha membacakan perutusan itu sekarang."
PERUTUSAN DARIPADA DEWAN NEGARA,,,10.00 pagi,ANNOTATIONS,"[Setiausaha membacakan perutusan]
“Tarikh
Perutusan Daripada Dewan Negara kepada Dewan Rakyat
Tuan Yang di-Pertua Dewan Rakyat,
Dewan Negara telah meluluskan rang undang-undang yang berikut tanpa pindaan:
1. Rang Undang-undang Cap Dagangan 2019;
2. Rang Undang-undang Perihal Dagangan (Pindaan) 2019;
3. Rang Undang-undang Perlindungan Pengguna (Pindaan) 2019;
4. Rang Undang-undang Perhimpunan Aman (Pindaan) 2019;
5. Rang Undang-undang Pertubuhan Belia dan Pembangunan Belia
(Pindaan) 2019;
6. Rang Undang-undang Perlembagaan (Pindaan) 2019;
7. Rang Undang-undang Perikanan (Pindaan) 2019;
8. Rang Undang-undang Penyemakan Undang-undang (Pindaan) 2019;
9. Rang Undang-undang Profesion Guaman Syarie (Wilayah-wilayah
Persekutuan) 2019;
10. Rang Undang-undang Pentadbiran Undang-undang Islam (Wilayah-
wilayah Persekutuan) (Pindaan) (No.2) 2019
11. Rang Undang-undang Standard Minimum Perumahan dan Kemudahan
Pekerja (Pindaan) 2019; dan
12. Rang Undang-undang Syarikat (Pindaan) 2019.
Yang Ikhlas,
t.t
YANG DI-PERTUA DEWAN NEGARA”"
UCAPAN-UCAPAN TAKZIAH,"SEMBAH TAKZIAH KEPADA DULI YANG MAHA MULIA SULTAN KELANTAN DAN
SELURUH KERABAT ATAS KEMANGKATAN DULI YANG MAHA MULIA ALMARHUM
SULTAN ISMAIL PETRA IBNI ALHMARHUM SULTAN YAHYA PETRA",,10.00 pagi,Tuan Yang di-Pertua,"Ahli-ahli Yang Berhormat, Dewan ini merakamkan sembah
takziah perasaan yang amat dukacita dan sedih di atas kemangkatan Duli Yang Maha Mulia
Sultan Ismail Petra Ibni Almarhum Sultan Yahya Petra, Ayahanda Ke Bawah Duli Yang Maha
Mulia Sultan Kelantan, Sultan Muhammad V pada hari Sabtu, 28 September 2019 bersamaan
28 Muharam 1441 Hijrah.
Bagi pihak Majlis Dewan Rakyat, saya ingin mengucapkan takziah kepada Ke
Bawah Duli Yang Maha Mulia Sultan Kelantan, Sultan Muhammad V dan Duli Yang Maha
Mulia Raja Perempuan Kelantan, Tengku Anis binti Tengku Abdul Hamid di atas
kemangkatan Duli Yang Maha Mulia Almarhum Sultan Ismail Petra Ibni Almarhum Sultan
Yahya Petra dan mengucapkan takziah kepada seluruh kerabat diraja negeri Kelantan Darul
Naim.
Almarhum Baginda adalah sultan dan raja pemerintah negeri Kelantan Darul Naim
bermula dari 30 Mac 1980 hingga 13 September 2010.
Upacara ini hendaklah disimpan di dalam Arkib Parlimen dan satu salinannya
dihantar kepada Duli Yang Maha Mulia Raja Perempuan Kelantan, Tengku Anis binti Tengku
Abdul Hamid. Semoga roh Duli Yang Maha Mulia Almarhum Sultan Ismail Petra Ibni
Almarhum Sultan Yahya Petra dicucuri rahmat dan ditempatkan di kalangan orang-orang
yang soleh."
UCAPAN-UCAPAN TAKZIAH,"UCAPAN TAKZIAH KEPADA KELUARGA ALLAYARHAM
DATUK WIRA DR. MD FARID BIN MD RAFIK",,◼1010,Tuan Yang di-Pertua,"Ahli-ahli Yang Berhormat, dengan perasaan yang amat
dukacita dan sedih, saya juga ingin memaklumkan kepada Ahli-ahli Yang Berhormat sekalian
bahawa Allahyarham Datuk Wira Dr. Md Farid bin Md Rafik, Timbalan Menteri di Jabatan
Perdana Menteri dan Ahli Parlimen Tanjong Piai telah kembali ke rahmatullah pada hari
Sabtu, 21 September 2019 bersamaan 21 Muharam 1441 Hijrah.
Sesungguhnya pemergian Allahyarham merupakan suatu kehilangan yang amat
besar buat negara. Saya bagi pihak Ahli-ahli Dewan ini dan pihak Parlimen seluruhnya ingin
merakamkan takziah kepada seluruh ahli keluarga Allahyarham Datuk Wira Dr. Md. Farid bin
Md Rafik, saya juga ingin merakamkan takziah kepada Yang Berbahagia Datin Farah
Syazwani Hanis Ismail, isteri kepada Allahyarham Datuk Wira Dr. Md. Farid bin Md Rafik
serta seluruh ahli keluarga Allahyarham.
Saya mengharapkan seluruh ahli keluarga terus tabah dan menghadapi situasi ini.
Kita berdoa moga-moga Allah S.W.T mencucuri rahmat ke atas roh beliau serta ditempatkan
di kalangan orang-orang yang soleh dan lagi beriman.
Ahli-ahli Yang Berhormat, Allahyarham Datuk Wira Dr. Md Farid bin Md Rafik adalah
seorang pemimpin yang berwibawa dan yang sentiasa mengambil berat kebajikan rakyat.
Beliau berkhidmat sebagai Ahli Parlimen Tanjong Piai semenjak 9 Mei 2018. Sesungguhnya
jasa dan pengorbanan Allahyarham amat besar dan bermakna kepada negara. Oleh yang
demikian, saya menjemput Ahli-ahli Yang Berhormat sekalian bangun. Pada yang beragama
Islam, diminta menghadiahkan Al-Fatihah kepada roh Duli Yang Mulia, Almarhum Sultan
Ismail Petra ibni Almarhum Sultan Yahya Petra dan Allahyarham Datuk Wira Dr. Md. Farid
bin Md. Rafik. Manakala kepada yang bukan beragama Islam, diminta bertafakur selama 1
minit."
UCAPAN-UCAPAN TAKZIAH,"UCAPAN TAKZIAH KEPADA KELUARGA ALLAYARHAM
DATUK WIRA DR. MD FARID BIN MD RAFIK",,◼1010,ANNOTATIONS,[Ahli-ahli Yang Berhormat membaca Al-Fatihah dan bertafakur]
UCAPAN-UCAPAN TAKZIAH,"UCAPAN TAKZIAH KEPADA KELUARGA ALLAYARHAM
DATUK WIRA DR. MD FARID BIN MD RAFIK",,◼1010,JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN Dato' Seri Anwar bin Ibrahim [Port Dickson],"Assalamualaikum warahmatullaahi
wabarakaatuh, salam sejahtera. Saya ingin memulakan dengan mengucapkan tahniah
kepada Tuan Yang di-Pertua yang mendapat anugerah gelaran Tan Sri oleh Yang di-Pertuan
Agong."
UCAPAN-UCAPAN TAKZIAH,"UCAPAN TAKZIAH KEPADA KELUARGA ALLAYARHAM
DATUK WIRA DR. MD FARID BIN MD RAFIK",,◼1010,ANNOTATIONS,[Tepuk]
UCAPAN-UCAPAN TAKZIAH,"UCAPAN TAKZIAH KEPADA KELUARGA ALLAYARHAM
DATUK WIRA DR. MD FARID BIN MD RAFIK",,◼1010,Tuan Yang di-Pertua,Terima kasih.
