level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi,ANNOTATIONS,"[Timbalan Yang di-Pertua (Tuan Nga Kor Ming)
mempengerusikan Mesyuarat]"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Datuk Dr. Haji Abd. Latiff bin Ahmad [Mersing],"minta  Menteri Pertahanan
menyatakan apakah tindakan jangka pendek untuk meningkatkan keupayaan pertahanan
udara."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Menteri Pertahanan [Tuan Mohamad bin Sabu],"Terima kasih kepada Yang
Berhormat Mersing. Kementerian Pertahanan sentiasa memberi perhatian yang serius
terhadap keperluan meningkatkan keupayaan pertahanan udara. Secara amnya, pengurusan
peningkatan keupayaan pertahanan udara TUDM dalam jangka masa pendek adalah
berdasarkan kepada beberapa elemen seperti peruntukan perbelanjaan, latihan dan
exercise, kerjasama pertahanan udara serta pengurusan penyelenggaraan aset sedia ada.
Tuan Yang di-Pertua, pihak kementerian memperakui terdapatnya kekangan
peruntukan yang diterima oleh TUDM. Justeru itu, tindakan kementerian adalah dengan
membuat perancangan perbelanjaan secara berhemah dengan melaksanakan keutamaan
perbelanjaan selaras dengan peruntukan diterima. Walaupun demikian, TUDM masih
memerlukan penambahan peruntukan daripada yang sedia ada agar keupayaan pertahanan
udara dapat ditingkatkan tahap operasi yang diperlukan untuk melaksanakan penugasan
operasi harian secara optimum.
Memandangkan sebahagian besar aset-aset TUDM telah hampir menjangkau usia
20 tahun, tua-tua belaka sudah, kos penyelenggaraan dan pembaikan peralatan yang
sofistikated ini semakin meningkat kerana kos perolehan alat ganti yang semakin tinggi.
Namun begitu, TUDM memperhalus pengurusan senggara yang dilaksanakan dalam negara
dengan menggunakan kepakaran sedia ada melalui kerjasama industri tempatan supaya kos
senggara dapat dikurangkan.
Selain daripada itu, Angkatan Tentera Malaysia turut melaksanakan pelbagai
exercise, seperti elemen cegah rintang melalui penglibatan di dalam latihan exercise bersama
atau exercise tunggal dua hala dan pelbagai hala. Kita masih meneruskan exercise Pitch
Black, exercise Paradise, exercise bersama USA, FPDA, kita terus exercise bersama
Indonesia iaitu Elang Malindo, bersama dengan Thailand dan kita terus meningkatkan dari
semasa ke semasa keupayaan angkatan udara untuk bersedia mempertahankan ruang
udara Malaysia dengan sebaik mungkin dengan keupayaan yang ada walaupun ia dilihat
sekarang ini agak terhad dengan kekangan belanjawan."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Datuk Dr. Haji Abd. Latiff bin Ahmad [Mersing],"Terima kasih Yang Berhormat
Menteri. Saya ucap tahniah kerana Yang Berhormat Menteri berani dan bercakap benar
mengenai keupayaan Sukhoi, empat sahaja yang boleh terbang. Insya-Allah, jika ada bajet
tambahan, kita akan sokong. Saya hendak tanya soalan tambahan pada Yang Berhormat
Menteri, sama ada kerajaan bersedia untuk menambah aset seperti menggunakan artificial
intelligence (AI) yang harganya lebih kompetitif berbanding dengan MRCA mahupun maritime
surveillance aircraft?"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Mohamad bin Sabu,"Terima kasih Tuan Yang di-Pertua. Memang
perancangan TUDM melalui program jangka panjang, saya ingat sejak tahun 1955, yang
telah dirancang oleh pemerintah terdahulu, kita— sikap kita, apa yang dirancang terlebih
dahulu ia baik, kita akan teruskan. Ini sikap kita dan sikap kita juga mana yang dilihat
kompetitif sama ada UAV yang lebih kompetitif dari sudut harga berbanding dengan maritime
surveillance aircraft, kita sedang berbincang. Antara keduanya itu kita lihat ada yang
mengatakan UAV lebih baik, ada yang mengatakan surveillance aircraft lebih baik. Kita
melihat kedua-duanya perlu ada kombinasi.
Kita pergi ke Farnborough, di antaranya kita ditawarkan dengan berbagai-bagai
teknologi baru tetapi kita melihat juga di sudut kepakaran yang ada di Malaysia untuk melihat
yang mana lebih baik. Tidaklah kita mengatakan UAV itu lebih murah sebab dilihat juga kalau
kita beli yang berkeupayaan penuh, ia lebih kurang sama harga dengan surveillance aircraft.
Bagi kita, surveillance aircraft perlu, UAV pun perlu. Kombinasi dua ini cukup penting
terutama untuk mengawal Laut China Selatan dan Selat Melaka."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan Mohamad bin Sabu,"Selat Melaka ini akan menjadi satu laluan yang cukup penting bahkan boleh
dikatakan 70 peratus hingga 80 peratus kekayaan dunia ini melalui Selat Melaka. Oleh sebab
itu kawasan ini cukup penting dan memperlengkapkan intipan maklumat daripada pelbagai
alat yang canggih diperlukan. Inilah yang kita lihat secara serius untuk kita melihat multirole
combat aircraft ini supaya ia dapat diperlengkap dari semasa ke semasa.
Oleh itu, cadangan Yang Berhormat itu kita amat mengambil perhatian kerana ia
amat penting. Ini kerana Malaysia sekarang sudah jadi negara maritim yang cukup penting.
Pernah kira-kira 700 tahun, 800 tahun dahulu Malaysia memang negara maritim. Melaka
menjadi pusat kepada rantau ini dan sekarang kita juga akan menjadikan Malaysia menjadi
pusat perdagangan sebelah sini dengan hal maritim ini amat penting. Pandangan Yang
Berhormat kita ambil perhatian."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Laksamana Muda Dato’ Pahlawan Danyal Balagopal Abdullah (B) [Port Dickson],"Terima kasih. Saya telah dengar apa yang dikatakan oleh Yang Berhormat
Menteri. Walaupun kita telah melaksanakan dari segi persiapan, ini boleh saya katakan bagi
ketiga-tiga perkhidmatan angkatan tentera. Dari segi peruntukan, selalu ada gangguan dari
pihak kementerian. Lazimnya itulah keadaan sebab itu you can only plan but the plan gets
disrupted dengan izin. Saya ingin tahu, adakah kementerian sekarang under kerajaan baharu
tidak akan campur tangan dengan tidak atau without any reason with the planning of the
armed forces. Sekian."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan Mohamad bin Sabu,"Memang di antara gangguannya ialah peruntukan.
Misalnya peruntukan dipohon oleh pihak TUDM RM1.8 bilion dan yang diluluskan hanya
RM1.1 bilion. Bererti mereka dapat hanya 62 peratus. Oleh sebab itulah kerja-kerja
selenggaraan, ia memerlukan peruntukan yang banyak. Misalnya selepas 10 tahun Sukhoi,
dia sudah perlu pergi kepada major iaitu memperbaiki yang major sama ada kita hantar
semula ke Rusia untuk diperbaiki ataupun membawa pakar-pakar tempatan kalau ada untuk
memperbaikinya.
Soalnya peruntukan tidak cukup. Saya tidak mahu misalnya– saya senang jawab,
apa saya jawab ini saya boleh blame kerajaan terdahulu. Kita blame kerajaan dahulu boleh
tetapi tidak menyelesaikan masalah. Oleh sebab itu, apabila kita pegang kerajaan segala apa
kelemahan itu kita akan baiki dan kita tak kan ulang kalau ada kesilapan dahulu. Kalau ada
ketirisan, rasuah dan sebagainya sekarang ini kita benarkan SPRM, sila masuk.
Jawatankuasa khas di bawah Tan Sri Ambrin Buang sila siasat. Paling penting ialah
kita kena move forward. Ini perkara-perkara yang penting yang senang kita sebut. Ini kerajaan
dahulu, Kerajaan Barisan Nasional. Sekarang saya kena fikir bagaimana hendak menguatkan
pertahanan ini sebab Kerajaan Barisan Nasional tidak akan kembali lagi dalam masa terdekat
ini. [Dewan tepuk] I am sure, insya-Allah. Sebagai orang Islam, kita sebut insya-Allah tidak
akan kembali berkuasa dalam masa terdekat ini.
Oleh itu tanggungjawab ini adalah tanggungjawab kami. So, kita akan berbincang
dengan segala kepakaran dalam TUDM, dalam Angkatan Tentera Darat, dengan PAT,
dengan semua bahagian perolehan. Kita hendak meletakkan semula sekarang ini kedudukan
laut, udara dan sebagainya di Asia Tenggara kita duduk di tempat yang paling bawah.
Vietnam jauh ke hadapan, Indonesia nombor satu, kita sekarang terkebawah. Pada tahun
1970-an kita berada teratas. Malu kita kalau pergi peringkat antarabangsa sekarang. Akan
tetapi saya akan berusaha menjadikan Malaysia great again, akan jadi nombor satu semula.
[Dewan tepuk]"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Tuan Ma'mun bin Sulaiman [Kalabakan],"minta  Menteri Hal Ehwal Ekonomi
menyatakan proses penstrukturan FELDA terkini yang dilaporkan mengalami masalah
kewangan dan urus tadbir serta pengesahan sama ada kilang Tawau Oil Product iaitu anak
syarikat Felda Vegetable Oil Products Sdn. Bhd. tidak ditutup operasinya."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Menteri Hal Ehwal Ekonomi [Dato’ Seri Mohamed Azmin bin Ali],"Terima kasih
Tuan Yang di-Pertua dan terima kasih kepada Yang Berhormat Kalabakan. Untuk makluman
Yang Berhormat, FELDA sedang menghadapi masalah aliran tunai yang amat kritikal.
Tumpuan segera lembaga pengarah dan pengurusan FELDA yang baru adalah untuk
memulihkan kedudukan aliran tunai FELDA melalui perbincangan dengan pemiutang atau
creditors untuk menstrukturkan semula pinjaman FELDA yang sudah mencecah jumlah
keseluruhan berjumlah RM8.025 bilion.
Langkah seterusnya yang sedang diambil untuk memperkukuhkan kedudukan aliran
tunai adalah melalui penjualan aset-aset yang tidak strategik seperti hartanah di luar negara
dan juga dalam negara. Fokus utama lembaga pengarah dan pengurusan FELDA yang baru
adalah untuk melaksanakan tanggungjawab perundangan ataupun statutory obligation
terhadap peneroka-peneroka FELDA. Kerajaan yang baru pada hari ini memberi jaminan
kepada peneroka bahawa pinjaman sara hidup dan pendahuluan hasil akan dibayar mengikut
jadual. Kedudukan kewangan FELDA yang kritikal pada hari ini adalah legasi kepimpinan
terdahulu yang lemah dalam tadbir urus korporat dan pengurusan kewangan yang tidak
bertanggungjawab.
Kerajaan baru komited untuk memulihkan FELDA secepat mungkin demi
kesejahteraan peneroka-peneroka FELDA selaras dengan matlamat Akta Kemajuan Tanah.
Kerajaan yakin lembaga pengarah dan pengurusan FELDA yang baru akan berpegang
kepada prinsip kebertanggungjawaban dan urus tadbir yang tinggi demi menjayakan proses
pemulihan FELDA dan pembangunan FELDA yang mapan. Untuk maksud ini, kerajaan telah
pun memutuskan untuk membentangkan Kertas Putih atau White Paper di dalam Parlimen
dalam sidang yang akan datang bagi mendedahkan situasi sebenar FELDA dan juga
perancangan strategik pemulihan.
Untuk makluman Yang Berhormat, Tawau Oil Product adalah anak syarikat Felda
Vegetable Oil Sendirian Berhad yang merupakan anak syarikat FGV Holdings Berhad dan
kedua-dua syarikat ini bukan di bawah pengurusan FELDA. Pada masa ini, FGV Holdings
Berhad sedang dalam proses rasionalisasi untuk meningkatkan nilai dan prestasi syarikat.
Namun FGV Holdings Berhad tidak bercadang untuk menutup operasi kilang Tawau Oil
Product. Terima kasih."
