level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi,,
,,,10.00 pagi,ANNOTATIONS,"[Timbalan Yang di-Pertua (Dato’ Mohd Rashid Hasnon)
"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,,,10.00 pagi,,
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Sivakumar Varatharaju Naidu [Batu Gajah] ,"minta  Menteri Pengajian
Tinggi menyatakan, mengenai peluang pendidikan tinggi yang disediakan terutamanya ke
universiti-universiti awam bagi lepasan diploma daripada politeknik-politeknik tempatan.
Didapati ramai yang memperoleh keputusan yang cemerlang dari politeknik tidak
mendapat tempat melanjutkan pelajaran di menara gading tahun ini. Mohon penjelasan.
"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Menteri Pengajian Tinggi [Datuk Seri Dr. Noraini binti Ahmad]]," Terima kasih
Tuan Yang di-Pertua, terima kasih saya ucapkan kepada Yang Berhormat Batu Gajah.
Secara umumnya pelajar-pelajar politeknik disediakan untuk memenuhi keperluan
industri. Namun pihak kementerian juga menggalakkan mereka melanjutkan pelajaran ke
peringkat yang lebih tinggi. Antara inisiatif KPT adalah dengan membuat kerjasama
artikulasi program diploma politeknik ke program Ijazah Sarjana Muda Malaysian
Technical University Network (MTUN).
Untuk makluman Yang Berhormat, Bahagian Kemasukan Pelajar IPTA
menyelaras permohonan kemasukan pelajar ke universiti awam melalui sistem UPU
Online. Penyelarasan ini merangkumi permohonan, pemilihan, penawaran, hebahan dan
rayuan bagi program pengajian lepasan STPM, asasi, matrikulasi dan diploma untuk
melanjutkan pengajian ke peringkat ijazah sarjana muda di universiti awam. Kejayaan
mendapat tempat pengajian bergantung sepenuhnya kepada markah merit, bilangan
tempat yang disediakan serta kelayakan calon selain kecemerlangan dalam proses temu
duga yang dilaksanakan di universiti awam bagi sesetengah program pengajian yang
memerlukan kompetensi.
Pada sesi akademi 2021/2022, KPT telah menerima sebanyak 7,652 orang calon
lepasan politeknik yang memohon dan layak untuk melanjutkan pengajian ke universiti
awam. Daripada jumlah tersebut, sebanyak 5,103 ataupun 67 peratus telah ditawarkan
tempat pengajian.  Bilangan ini menunjukkan peningkatan sebanyak lima peratus
berbanding 4,445 daripada 7,175 orang calon yang memohon pada sesi akademi
2020/2021. Daripada analisa KPT, calon tidak ditawarkan tempat berkemungkinan
disebabkan oleh beberapa faktor. Di antaranya:
(i) persaingan yang sengit di antara pelajar diploma, asasi,
matrikulasi dan STPM untuk mendapatkan tempat di IPTA;
(ii) tidak berjaya semasa sesi temu duga yang dijalankan secara
bersemuka atau secara dalam talian;
(iii) memilih program yang sangat kompetitif dengan permintaan
yang tinggi akan mengehadkan peluang calon untuk mendapat
tempat; dan
2  DR.21.09.2021 
(iv) tempat yang ditawarkan bagi tiap bidang pengajian adalah
terhad.
"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Sivakumar Varatharaju Naidu [Batu Gajah]]," Terima kasih Tuan Yang di-
Pertua. Terima kasih juga diucapkan kepada Yang Berhormat Menteri. Saya juga ingin
tahu, adakah rancangan kerajaan dalam mengembangkan pendidikan politeknik di negara
kita. Adakah kursus-kursus peringkat ijazah dan ijazah tinggi akan diperluaskan lagi di
institusi politeknik? Sejauh manakah kebolehpasaran lepasan daripada politeknik dalam
pasaran buruh hari ini berbanding dengan institusi-institusi yang lain? Mohon Menteri
jawab, terima kasih.
"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Datuk Seri Dr. Noraini binti Ahmad," Terima kasih banyak atas soalan tambahan
dan atas keprihatinan daripada Yang Berhormat Batu Gajah. Tuan Yang di-Pertua, dalam
kita hendak mengembangkan pendidikan politeknik negara ini, kolaborasi merentas
kementerian bersama pihak industri telah diperkukuhkan melalui penubuhan Majlis TVET
Negara. Urus setia Majlis TVET Negara ini KPT sendiri.
Bagi memastikan kurikulum pendidikan politeknik sentiasa relevan dengan
perkembangan teknologi terkini, Majlis Penasihat Industri juga telah ditubuhkan bagi
memberi input dan berkongsi maklumat-maklumat terkini berkaitan dengan keperluan
industri. Memang betul KPT akan memperluaskan penawaran program ijazah sarjana
muda di politeknik melalui work-based learning (WBL) di politeknik premier Yang
Berhormat.
Manakala untuk tadi soalan mengenai kebolehpasaran pula, kebolehpasaran
graduan politeknik bagi tempoh lima tahun adalah melebihi 90 peratus. Saya hendak bagi
contoh, pada tahun 2018, kebolehpasaran ialah 96.1 peratus. Pada tahun 2019 pula,
kebolehpasaran 96.7 peratus. Ada sedikit pengurangan pada tahun 2020 disebabkan
cabaran kita menghadapi pandemik COVID-19 iaitu 91.4 peratus.
"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Datuk Seri Dr. Noraini binti Ahmad,"Ini menunjukkan bahawa kebolehpasaran graduan daripada politeknik ini
memang sangat tinggi kalau kita bandingkan dengan institusi-institusi lain, Yang
Berhormat. Terima kasih.
"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan Sabri bin Azit [Jerai]]," Yang Berhormat Jerai.
"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Timbalan Yang di-Pertua [Dato’ Mohd Rashid Hasnon]," Terima kasih Yang
Berhormat Menteri. Saya jemput di sebelah sini. [Merujuk kepada blok kerajaan] Saya
jemput Yang Berhormat Sibuti, sila.
"
