level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi,ANNOTATIONS,"[Timbalan Yang di-Pertua (Dato’ Mohd Rashid Hasnon)
mempengerusikan Mesyuarat]"
USUL-USUL,"WAKTU MESYUARAT DAN URUSAN DIBEBASKAN
DARIPADA PERATURAN MESYUARAT",,10.04 pg.,Menteri di Jabatan Perdana Menteri (Parlimen dan Undang-undang) [Dato’ Takiyuddin bin Hassan],"Assalamualaikum warahmatullahi wabarakatuh dan salam
sejahtera. Tuan Yang di-Pertua;
“Bahawa mengikut Peraturan Mesyuarat 12(1), saya mohon
mencadangkan bahawa Majlis Mesyuarat pada hari Rabu, 16 Disember
2020 dan Khamis 17 Disember 2020 bersidang dari pukul 10 pagi
sehingga 2 petang.”"
USUL-USUL,"WAKTU MESYUARAT DAN URUSAN DIBEBASKAN
DARIPADA PERATURAN MESYUARAT",,10.04 pg.,Menteri Wilayah Persekutuan [Tan Sri Datuk Seri Panglima Haji Annuar bin Haji Musa],"Tuan Yang di-Pertua, saya mohon menyokong."
USUL-USUL,"WAKTU MESYUARAT DAN URUSAN DIBEBASKAN
DARIPADA PERATURAN MESYUARAT",,10.04 pg.,Timbalan Yang di-Pertua [Dato’ Mohd Rashid Hasnon],"Ahli-ahli Yang
Berhormat, sekarang saya kemukakan masalah kepada Majlis untuk diputuskan.
Masalahnya ialah usul seperti yang dikemukakan tadi hendaklah disetujukan.
[Usul dikemukakan bagi diputuskan; dan disetujukan]"
MERENTIKAN KUAT KUASA PERATURAN-PERATURAN MESYUARAT DI BAWAH P.M. 90(2),,,10.05 pg.,Menteri di Jabatan Perdana Menteri (Parlimen dan Undang-undang) [Dato’ Takiyuddin bin Hassan],"Tuan Yang di-Pertua;
“Bahawa mengikut Peraturan Mesyuarat 90(2), dan dengan
persetujuan Tuan Yang di-Pertua, saya mengemukakan usul untuk
merentikan kuat kuasa beberapa Peraturan Mesyuarat iaitu:
(i) merentikan kuat kuasa Peraturan Mesyuarat 16(6)
bagi membolehkan Persidangan Kamar Khas pada
hari Rabu, 16 Disember 2020 dan Khamis, 17
Disember 2020 diawalkan ke pukul 12 tengah hari
sehingga 2 petang atau setelah selesai urusan
dalam Aturan Urusan Mesyuarat Kamar Khas.
(ii)  merentikan kuat kuasa Peraturan Mesyuarat
24(5A), 24A(5) dan 24A(7) bagi membolehkan sesi
Waktu Pertanyaan-pertanyaan Menteri
dipendekkan kepada 10 minit yang mana Ahli yang
mengeluarkan pertanyaan akan dipanggil untuk
membaca soalannya dan kemudiannya dijawab
oleh Yang Berhormat Menteri dengan tiada
pertanyaan tambahan pada hari Khamis, 17
Disember 2020.”"
MERENTIKAN KUAT KUASA PERATURAN-PERATURAN MESYUARAT DI BAWAH P.M. 90(2),,,10.05 pg.,Menteri Wilayah Persekutuan [Tan Sri Datuk Seri Panglima Haji Annuar bin Haji Musa],"Tuan Yang di-Pertua, saya mohon menyokong."
MERENTIKAN KUAT KUASA PERATURAN-PERATURAN MESYUARAT DI BAWAH P.M. 90(2),,,10.05 pg.,Timbalan Yang di-Pertua [Dato’ Mohd Rashid Hasnon],"Ahli-ahli Yang
Berhormat, sekarang saya kemukakan masalah kepada Majlis untuk diputuskan.
Masalahnya ialah usul seperti yang dikemukakan tadi hendaklah disetujukan.
[Usul dikemukakan bagi diputuskan; dan disetujukan]"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.05 pg.,Tuan Lim Guan Eng [Bagan],"minta  Menteri Kewangan menyatakan, langkah
menangani keputusan mengejut Fitch Ratings menyemak turun penarafan kredit
Malaysia. Sungguhpun Belanjawan 2021 ditumpukan untuk mempertahan taraf kredit
negara melalui konsolidasi fiskal, ia gagal mengatasi kemerosotan metrik kredit,
khususnya ketidakstabilan politik, kegagalan mengamalkan tata kelola baik dan
ketelusan, seperti menggantikan Lembaga Pengarah GLC profesional dengan lantikan
politik. Nyatakan dasar untuk memulihkan taraf kredit negara."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.05 pg.,Menteri Kewangan [YM Tengku Dato’ Sri Zafrul Tengku Abdul Aziz],"Tuan
Yang di-Pertua, terima kasih Yang Berhormat Bagan.
Seperti yang diketahui, agensi penarafan Fitch telah membuat semakan semula
penarafan kredit Malaysia daripada A- kepada BBB+. Namun dengan peningkatan
tinjauan yang lebih baik daripada negatif kepada stable. Semakan semula penarafan ini
didorong oleh kesan negatif daripada pandemik COVID-19 terhadap kedudukan
kewangan negara dan situasi politik semasa.
Untuk makluman Yang Berhormat sekalian, kebanyakan agensi penarafan
kredit antarabangsa telah pun mengenakan lebih 220 tindakan penarafan negatif sejak
awal Mac yang lalu. Ini termasuk tindakan penurunan penarafan kepada lebih 100 buah
negara seperti UK, Hong Kong, Chile dan Laos.
Oleh itu, walaupun semakan semula penarafan Malaysia tidak menentang arus
penarafan global, namun kerajaan telah menyuarakan pendirian rasmi bahawa
keputusan tersebut tidak cukup untuk mempertimbangkan keberhasilan pelaksanaan
pakej-pakej rangsangan yang telah mula menunjukkan tanda-tanda pemulihan ekonomi.
Antaranya termasuk penguncupan KDNK yang lebih perlahan pada kadar sebanyak 2.7
peratus pada suku ke-tiga tahun 2020 adalah antara yang terbaik di ASEAN berbanding
sebanyak 17.1 peratus pada suku ke-dua.
Pengekalan lebih sebanyak 2.8 juta pekerjaan melalui program seperti Subsidi
Upah yang membawa kepada kadar pengangguran yang menurun dan stabil iaitu
daripada sebanyak 5.3 peratus pada bulan Mei kepada sebanyak 4.7 peratus pada bulan
Oktober. Menurut Johns Hopkins University, Malaysia telah mencapai nisbah kes
COVID-19 berbanding kematian dalam lingkungan sebanyak 10 peratus terendah di
peringkat global. Ini merupakan hasil pelaksanaan langkah yang berkesan dalam
membendung wabak tersebut melalui peruntukan kesihatan yang disediakan.
Tuan Yang di-Pertua, perlu ditekankan bahawa perubahan penarafan ini tidak
akan membantutkan usaha Malaysia menuju ke arah pemulihan ekonomi pada tahun
2021. Inisiatif Belanjawan 2021 akan meneruskan momentum pemulihan dan dijangka
menyumbang kepada sasaran pertumbuhan KDNK di antara sebanyak 6.5 peratus
sehingga sebanyak 7.5 peratus pada tahun hadapan.
Ramai Ahli-ahli Yang Berhormat yang sering mengatakan unjuran ini terlalu
optimistik. Namun, Fitch sendiri mengunjurkan pertumbuhan pada kadar sebanyak 6.7
peratus iaitu sejajar kepada unjuran Malaysia sendiri."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Menteri Kewangan [YM Tengku Dato’ Sri Zafrul Tengku Abdul Aziz],"Institusi lain seperti IMF pula mengunjurkan pertumbuhan sehingga 7.8 peratus
iaitu lebih tinggi daripada unjuran kerajaan. Ini secara amnya menunjukkan keyakinan
terhadap kebolehan ekonomi Malaysia untuk melonjak kembali. Tambahan pula, sejak
pengumuman tersebut there has been no knee-jerk reaction, dengan izin, daripada
pasaran.
Dalam hal ini, FBM-KLCI dan mata wang ringgit kekal stabil dan kita
merekodkan permintaan yang tinggi iaitu 2.6 kali melebihi nilai tawaran untuk bon
kerajaan, MGII 10 tahun yang diterbitkan minggu lalu. Semalam saya telah
mengumumkan bahawa lapan- pengurus dana modal teroka atau venture capital
daripada Amerika Syarikat, Korea, China, India dan Singapura telah bersetuju untuk
melabur dalam syarikat start-up Malaysia dengan nilai pelaburan sehingga RM1.57 bilion.
Dalam kata mudahnya, keyakinan pelabur terhadap pasaran modal negara
jangka panjang masih kukuh. Berhubung isu amalan governance terbaik, sebarang
pemilihan Ahli Lembaga Pengarah termasuk ahli politik dibuat berdasarkan kesesuaian
daripada segi kelayakan, pengalaman dan kepakaran. Ia juga mengambil kira polisi
keterangkuman dan kepelbagaian di bawah Malaysia Code of Corporate Governance
2017.
Selain itu, berdasarkan status syarikat, lantikan politik perlu melalui pelbagai
saringan seperti oleh Bursa Malaysia, Suruhanjaya Sekuriti, Bank Negara Malaysia,
Suruhanjaya Pencegahan Rasuah Malaysia, Polis Diraja Malaysia dan lain-lain. Saya
ingin menegaskan bahawa kerajaan komited memastikan amalan governance terbaik
sentiasa dipegang.
Tuan Yang di-Pertua, setelah ekonomi pulih semula, usaha memperkukuhkan
ekonomi akan diteruskan. Kerajaan komited untuk melaksanakan langkah konsolidasi
dan kemapanan fiskal berpandukan kepada rangka kerja fiskal jangka sederhana (MTFF)
serta penggubalan satu Akta Tanggungjawab Fiskal (FRA) yang bertujuan untuk
menambah baik pengurusan dan pelaburan fiskal, seterusnya menambah baik aspek
transparency dan good governance. Ini termasuk menurunkan tahap keberhutangan
negara atau defisit fiskal yang ditanggung dan diwarisi oleh kerajaan sekarang. Sekian,
terima kasih."
