level-1,level-2,level-3,timestamp,author,speech
,"ISTIADAT PEMBUKAAN PENGGAL PERTAMA
MAJLIS PARLIMEN YANG KEEMPAT BELAS
",,10.30 pagi,,
,"ISTIADAT PEMBUKAAN PENGGAL PERTAMA
MAJLIS PARLIMEN YANG KEEMPAT BELAS
",,10.30 pagi,Tuan Yang di-Pertua," Ahli-ahli Yang Berhormat, Persidangan Parlimen
Yang Keempat Belas, Penggal Pertama yang diadakan bersama di antara Dewan
Negara dan Dewan Rakyat sekarang berlangsung. Persidangan ini adalah di bawah
Perkara 60, Perlembagaan Persekutuan di mana Seri Paduka Baginda Yang di-
Pertuan Agong Ke-XV, Sultan Muhammad Ke-V akan bertitah kepada Ahli-ahli
kedua-dua Majlis Parlimen bersesama.
Sekarang saya tempohkan persidangan buat sementara waktu untuk
menyambut keberangkatan tiba Seri Paduka Baginda Yang di-Pertuan Agong.
Persidangan ditempohkan.
"
,"ISTIADAT PEMBUKAAN PENGGAL PERTAMA
MAJLIS PARLIMEN YANG KEEMPAT BELAS
",,10.30 pagi,ANNOTATIONS,
,"ISTIADAT PEMBUKAAN PENGGAL PERTAMA
MAJLIS PARLIMEN YANG KEEMPAT BELAS
",,10.30 pagi,ANNOTATIONS,
,"ISTIADAT PEMBUKAAN PENGGAL PERTAMA
MAJLIS PARLIMEN YANG KEEMPAT BELAS
",,10.30 pagi,ANNOTATIONS,"[Keberangkatan tiba Seri Paduka Baginda Yang di-Pertuan Agong ke
"
,"ISTIADAT PEMBUKAAN PENGGAL PERTAMA
MAJLIS PARLIMEN YANG KEEMPAT BELAS
",,10.30 pagi,Seri Paduka Baginda Yang di-Pertuan Agong," Tuan Yang di-Pertua
Dewan Rakyat, Tuan Yang di-Pertua Dewan Negara dan Ahli-ahli Yang Berhormat
sekalian, sila duduk dan ‘jangan lari’. [Dewan ketawa, tepuk, riuh]
"
,"ISTIADAT PEMBUKAAN PENGGAL PERTAMA
MAJLIS PARLIMEN YANG KEEMPAT BELAS
",,10.30 pagi,ANNOTATIONS,"[Yang Amat Berhormat Perdana Menteri mempersembahkan Titah Diraja
2                                                         DR.17.7.2018                                                   
"
,"TITAH KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,10.30 pagi,,"Assalamualaikum warahmatullaahi wabarakaatuh dan salam sejahtera.
Bismillaahir Rahmaanir Rahiim, Alhamdulillahi Rabbil ‘Alamin Wassolaatu
Wassalaamu ‘Ala Asyrafil Anbiyaai Wal Mursaliin, Wa’ala Aalihi Wa Sohbihi
Ajma’iin.
Yang di-Pertua Dewan Negara, Yang di-Pertua Dewan Rakyat, Ahli-ahli
Dewan Negara dan Ahli-ahli Dewan Rakyat sekalian.
Alhamdulillah, Beta merafak kesyukuran ke hadrat Allah Subhanahu
Wata’ala, kerana dengan limpah rahmat dan izin-Nya memungkinkan Beta pada
hari ini hadir dalam Istiadat Pembukaan Penggal Pertama, Parlimen Ke-14.
Mesyuarat kali ini telah melakar satu sejarah tersendiri kerana Istiadat Pembukaan
Penggal Parlimen diadakan dua kali dalam tahun yang sama dan Dewan ini dapat
menyaksikan penampilan bilangan yang besar anggota-anggota Parlimen yang
baharu.
Ahli-ahli Yang Berhormat, negara kita baru sahaja selesai melaksanakan
Pilihan Raya Umum Ke-14 pada 9 Mei 2018. Beta mengambil kesempatan ini
mengucapkan tahniah kepada Yang Amat Berhormat Perdana Menteri dan barisan
kepimpinannya yang telah berjaya dipilih untuk menerajui pentadbiran negara. Beta
juga merakamkan penghargaan dan terima kasih kepada Suruhanjaya Pilihan
Raya, anggota-anggota keselamatan dan semua agensi Kerajaan yang telah terlibat
dalam memastikan proses pilihan raya berjalan dengan lancar dan tiada insiden
negatif yang serius berlaku.
Tahniah kepada Ahli-ahli Yang Berhormat yang telah dipilih oleh rakyat
untuk mewakili mereka di dalam Dewan yang mulia ini. Pemilihan tersebut adalah
satu tanggungjawab yang besar. Ahli-ahli Yang Berhormat harus menggalas tugas
dan titipan amanah yang diberikan dengan jujur dan penuh dedikasi. Beta percaya
Ahli-ahli Yang Berhormat akan mengambil bahagian dalam perbahasan yang sihat,
matang, dapat merangsang dinamik berfikir, bukan untuk mencari pihak yang benar
tetapi untuk menemukan apa yang baik lagi benar, memberi cadangan, teguran
dengan penuh berhemah dan bijaksana, penuh kesopanan bertatasusila. Supaya
institusi Parlimen terus dihormati, dipandang tinggi oleh rakyat dan dunia luar.
Rakyat telah pun membuat keputusan. Justeru, semua pihak hendaklah
akur dan berlapang dada, tidak emosional, tidak mewarnai pemikiran bermodal
fitnah dan sentimen melulu, sempit dan tertutup. Pemikiran yang banyak dibentuk
oleh media yang sarat dengan berita-berita sensasi dan spekulasi. Beta berharap
semua pihak hendaklah berusaha melakukan penjernihan yang ikhlas dan sungguh-
sungguh bagi mewujudkan perpaduan yang tulen dan murni. Mencari titik
persamaan bukan perbezaan dengan bekerjasama untuk kesejahteraan rakyat dan
survival negara.
Ahli-ahli Yang Berhormat, Beta berharap semua kejayaan, pencapaian
serta pengiktirafan dalam pelbagai bidang yang dicapai oleh negara sebelum ini
akan dapat dipertingkatkan. Justeru, Kerajaan, pihak swasta dan rakyat hendaklah
terus bekerjasama dalam usaha menyusun masyarakat, terutama memperbaiki
ekonomi rakyat yang masih terpinggir. Pembelaan terhadap ekonomi rakyat yang
terpinggir tidak harus dilihat sebagai dasar diskriminasi perkauman, tetapi sebagai
usaha menebus ketidakadilan sosial yang telah diwarisi sekian lama.
Di persada antarabangsa, Beta amat menyokong langkah-langkah yang
diambil untuk terus memperkukuhkan kerjasama yang terjalin dengan negara-
negara anggota ASEAN khususnya dan dunia amnya demi kesejahteraan rakyat
dan negara.
DR.17.7.2018                                                                             3                                                    
Ahli-ahli Yang Berhormat, Beta mengalu-alukan pendekatan Kerajaan
dalam menegakkan ketelusan, terutamanya dengan mendedahkan kedudukan
kewangan negara yang sebenar serta mengkaji semula perbelanjaan, kos projek
dan mengurus kewangan secara berhemat. Bagi menangani kos sara hidup, Beta
menyokong langkah untuk memansuhkan GST, menstabilkan harga minyak dan
memberikan Bantuan Sara Hidup yang diharap dapat meringankan beban rakyat.
Pada masa yang sama, Beta menghargai sumbangan rakyat tanpa mengira agama,
bangsa dan umur yang disalurkan kepada dana Tabung Harapan sebagai tanda
prihatin terhadap negara.
Ahli-ahli Yang Berhormat, cabaran-cabaran seperti ketidaktentuan ekonomi
global, konflik politik, krisis kemanusiaan di peringkat antarabangsa dan ancaman
fahaman radikal akan terus mempengaruhi geopolitik dan ekonomi dunia. Dalam
hal ini, Beta berharap Kerajaan akan terus berusaha mencari jalan untuk mendepani
cabaran-cabaran tersebut bagi kebaikan, kesejahteraan rakyat dan negara.
Era Revolusi Perindustrian 4.0 merupakan satu cabaran baharu yang perlu
dihadapi oleh semua negara. Justeru, Beta mengalu-alukan sebarang inisiatif
melalui penggubalan dasar, strategi dan kerangka perundangan untuk
mendepaninya. Beta berharap faedah yang diperolehi bukan hanya aspek ekonomi
tetapi meliputi aspek sosial dan lain-lain.
Kajian Separuh Penggal Rancangan Malaysia Ke-11: Hala Tuju Baharu
2018-2020 yang akan dibentangkan pada tahun ini adalah antara langkah Kerajaan
bagi mendepani cabaran-cabaran dalam agenda pembangunan negara. Kajian
tersebut bertujuan untuk menilai semula program dan projek-projek yang telah
diluluskan, hala tuju dan status pencapaiannya. Beta berharap Ahli-ahli Yang
Berhormat dapat mengambil bahagian dengan berbahas dan memberi pandangan
bernas terhadap kajian tersebut.
Kerajaan Beta akan meneruskan pelaksanaan pelbagai program dan projek
bagi memastikan semua rakyat dapat menikmati manfaat pembangunan termasuk
di Sabah dan Sarawak. Ini selaras dengan dasar Kerajaan agar kehidupan rakyat
dipertingkatkan dan kekayaan negara dikongsi secara adil dan saksama.
Ahli-ahli Yang Berhormat, sumbangan golongan pekerja yang berjumlah
lebih kurang 15 juta orang amat besar kepada pembangunan negara. Beta berharap
pengenalan inisiatif-inisiatif seperti penubuhan suruhanjaya, cadangan
menyamaratakan kadar gaji minimum di seluruh negara dan mewujudkan lebih
banyak pekerjaan akan dapat menyejahterakan mereka.
Sumbangan golongan wanita kepada negara dan masyarakat sangat besar
dalam pelbagai bidang pekerjaan dan kemahiran. Beta yakin penglibatan golongan
wanita dapat dipertingkatkan lagi. Langkah-langkah menggilap potensi, kemahiran
serta menggalakkan mereka untuk terus memberi sumbangan kepada masyarakat
dan negara perlu diperkasakan. Walau bagaimanapun, aspek penjagaan institusi
keluarga tetap diberi keutamaan.
Dalam menuju ke arah pemodenan, kepatuhan kepada ajaran agama dan
nilai-nilai murni tidak harus diabaikan. Beta menyeru semua pihak hendaklah lebih
serius menangani gejala sosial dan elemen-elemen negatif yang boleh merosakkan
masyarakat dan negara. Dalam hal ini, semua lapisan masyarakat, organisasi
Kerajaan, NGO dan para ilmuwan perlu duduk semeja untuk mencari penyelesaian
ke atas masalah-masalah berbangkit.
Beta amat mengalu-alukan langkah Kerajaan untuk meningkatkan integriti,
tadbir urus dan prinsip kedaulatan undang-undang. Langkah-langkah bijak perlu
diperkenalkan bagi lebih meyakinkan pihak pelabur yang sedia ada untuk
mengekalkan pelaburan mereka, di samping usaha menarik minat pelabur-pelabur
baharu.
4                                                         DR.17.7.2018                                                   
Ahli-ahli Yang Berhormat, terdapat anggapan bahawa kepelbagaian kaum,
agama dan budaya yang wujud di negara ini adalah percikan bunga api yang akan
membakar hangus kedamaian, kestabilan dan kerukunan hidup. Namun, Beta
bersyukur anggapan tersebut meleset sama sekali kerana rakyat telah
membuktikan sebaliknya. Beta menyeru agar perpaduan dan keadaan harmoni di
kalangan rakyat negara ini terus dipelihara dan diperkukuhkan. Elemen-elemen
negatif dan tindak-tanduk yang mengganggu-gugat kesepaduan dan keharmonian
perlu dibanteras. Hentikan ungkitan terhadap isu-isu sensitif antara kaum. Beta juga
menyambut baik cadangan mewujudkan Majlis Perundingan Keharmonian Rakyat
agar program-program yang lebih berkesan bagi mempromosi perpaduan dapat
diperbanyakkan.
Ahli-ahli Yang Berhormat, Beta mengucapkan terima kasih dan menghargai
komitmen serta sumbangan semua pihak dalam menjamin dan mengekalkan
keselamatan, keamanan dan kedaulatan negara yang dengannya membolehkan
pembangunan dan kemajuan negara berjalan dengan baik seperti dirancang.
Akhir titah, Beta berdoa semoga Malaysia serta rakyatnya akan terus
diberkati dan dianugerahkan oleh Allah Subhanahu Wata’ala dengan taufik dan
hidayah, aman sentosa serta hidup bersatu padu di bawah lindungan-Nya.
Sekian, Wabillahi Taufik Walhidayah, Wassalamualaikum Warahmatullahi
Wabarakaatuh.
"
,"TITAH KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,10.30 pagi,ANNOTATIONS,
,"TITAH KEBAWAH DULI YANG MAHA MULIA SERI PADUKA BAGINDA
YANG DI-PERTUAN AGONG XV, SULTAN MUHAMMAD V
",,10.30 pagi,Tuan Yang di-Pertua," Ahli-ahli Yang Berhormat, Persidangan Parlimen
ditangguhkan sekarang.
"
