level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi,ANNOTATIONS,"[Timbalan Yang di-Pertua (Dato’ Mohd Rashid Hasnon)
mempengerusikan Mesyuarat]"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Haji Ahmad bin Hassan [Papar],"minta  Menteri Pengangkutan menyatakan,
susulan daripada cadangan AirAsia untuk memindahkan semula operasinya ke Terminal 2,
Lapangan Terbang Antarabangsa Kota Kinabalu (KKIA) dan perancangan AirAsia untuk
memulakan penerbangan dari Kota Kinabalu ke India, China, Jepun, Korea dan Australia.
Apakah pendirian kerajaan dalam perkara ini."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Menteri Pengangkutan [Tuan Loke Siew Fook],"Terima kasih Tuan Yang di-
Pertua. Salam sejahtera dan selamat pagi.
Untuk makluman Yang Berhormat Papar, ada dua bahagian dalam soalan Yang
Berhormat Papar iaitu pendirian kerajaan dalam cadangan AirAsia untuk memindahkan
semula operasinya ke Terminal 2 dan perancangan AirAsia untuk memulakan penerbangan
dari Kota Kinabalu ke beberapa destinasi negara asing.
Untuk makluman Dewan yang mulia ini, untuk soalan bahagian pertama, Lapangan
Terbang Antarabangsa Kota Kinabalu atau dikenali sebagai KKIA, kapasiti untuk Terminal 1
pada ketika ini ialah 9 juta. Pada tahun lepas 2017, KKIA telah mengendalikan 8,449,000
orang penumpang dan daripada jumlah itu, AirAsia merupakan syarikat penerbangan
ataupun penyumbang terbesar kepada penumpang ini iaitu AirAsia telah menyumbangkan
ataupun mengendalikan 4,154,000 orang penumpang.
Pihak Malaysia Airports Holdings Berhad (MAHB) mengunjurkan bahawa kapasiti
maksimum untuk lapangan terbang KKIA akan mencapai tahap maksimum pada tahun 2021.
Oleh yang demikian, Kerajaan Pakatan Harapan mengambil pendekatan bersikap terbuka
dalam sebarang cadangan daripada syarikat-syarikat swasta untuk membantu merancakkan
ekonomi.
Pendirian Kerajaan Pakatan Harapan ialah untuk menyokong pertumbuhan industri
pelancongan di negeri Sabah. Namun begitu, untuk spesifik cadangan daripada AirAsia untuk
mengembalikan operasinya ke Terminal 2, itu perlu diteliti daripada segi teknikalnya.
Pendirian dan juga pandangan daripada Kerajaan Negeri Sabah akan dipertimbangkan
dengan sewajarnya.
Untuk makluman Yang Berhormat, Terminal 2 sekarang ini sedang juga dalam
operasi tetapi hanya untuk general services aviation ataupun private jet sahaja. Jadi apa-apa
perancangan untuk mengembalikan Terminal 2, itu akan dibincangkan bersama-sama
dengan Kerajaan Negeri Sabah.
Untuk bahagian kedua, untuk makluman Yang Berhormat Papar, sebenarnya
AirAsia juga telah memulakan penerbangan dari Kota Kinabalu ke beberapa destinasi asing
termasuk di Negara China dan bukan sahaja AirAsia.
Di KKIA sekarang ada beberapa syarikat penerbangan asing yang menggunakan
Kota Kinabalu sebagai destinasi mereka. Jadi, pendirian kerajaan sudah tentunya kita akan
menyokong. Kementerian Pengangkutan menyokong penuh sebarang usaha daripada
mana-mana syarikat penerbangan untuk memulakan penerbangan ke mana-mana destinasi
asing dari Kota Kinabalu. Sekian, terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Haji Ahmad bin Hassan [Papar],"Soalan tambahan Tuan Yang di-Pertua,
apakah Yang Berhormat Menteri bersetuju dengan open skies policy that is to create free
market environment, dengan izin, dibuka kepada syarikat penerbangan lain secara terus ke
Kota Kinabalu International Airport?
Kedua, adakah Yang Berhormat Menteri bercadang untuk meneruskan projek
pembesaran Lapangan Terbang Sandakan yang mana ketika ini berstatus ‘hold on’, dengan
izin, walaupun sudah diberi lampu hijau sebelum ini? Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Loke Siew Fook,"Tuan Yang di-Pertua, jawapan untuk Yang Berhormat
Papar ialah pertamanya open skies, memang kita menyokong. Memang sekarang pun dasar
kita adalah membenarkan open skies. Itu sebabnya daripada Kota Kinabalu boleh terbang ke
mana-mana destinasi di negara-negara luar.
Berkenaan dengan soalan Lapangan Terbang Sandakan, itu tidak berhubung kait
dengan soalan asal. Jadi untuk soalan Lapangan Terbang Sandakan akan dijawab di dalam
sesi yang lain. Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Datuk Seri Dr. Ronald Kiandee [Beluran],"Terima kasih Tuan Yang di-Pertua.
Saya mengambil baik jawapan yang diberi oleh Yang Berhormat Menteri bahawa sama ada
hendak kekal AirAsia di Terminal 1 atau Terminal 2 berpindah adalah dinilai dengan teliti dari
segi teknikal dan bukan dari segi nilai sentimental. Melihat kepada expansion planning yang
dibuat oleh AirAsia ini tentu sekali tidak menampung KKIA 2 itu, lapangan terbang kedua itu.
Apa yang penting sekarang ini adalah Lapangan Terbang KKIA, main terminal itu ditambah
baik daripada segi kemudahan, daripada segi mesin scanning dan kemudahan-kemudahan
lain untuk menampung penambahan penumpang yang akan bertambah dari tahun ke tahun.
Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Loke Siew Fook,"Terima kasih mantan Timbalan Yang di-Pertua. Tidak
mematuhi peraturan mesyuarat, telah melebihi masa tadi 30 saat [Ketawa]
Namun begitu ya, kita mengambil baik, menerima baik cadangan daripada Yang
Berhormat Beluran. Saya mengambil maklum berkenaan dengan keperluan di KKIA dan
kemudahan-kemudahan itu sudah tentunya akan kita tambah baik."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan Loke Siew Fook,"Sudah tentunya bahawa apa-apa cadangan sama ada kita meneruskan dengan
cadangan di Terminal 2 itu, ia akan dikaji dengan sebaik-baiknya daripada segi teknikalnya,
kerana saya bersetuju bahawa kita tidak boleh melihat sesuatu cadangan itu daripada segi
nilai sentimentalnya sahaja. Pertimbangan-pertimbangan teknikal juga adalah amat penting
sama ada ia boleh dilakukan atau tidak.
Akan tetapi pada pokoknya, apa-apa cadangan itu, kita tidak membenarkan mana-
mana satu syarikat penerbangan mendominasi ataupun memonopoli sesuatu lapangan
terbang itu. Dasar kita ialah kita mengharapkan supaya ada persaingan yang sihat daripada
syarikat-syarikat penerbangan dan kita hendak memastikan bahawa lapangan terbang itu
dapat menampung kapasiti yang bertambah. Jadi kita perlu merancang lebih awal. Kita tidak
mahu melihat lapangan terbang di Kota Kinabalu itu seperti di lapangan-lapangan terbang
lain. Umpamanya di Pulau Pinang yang sekarang ini telah pun mencapai had maksimumnya.
Jadi perancangan yang lebih awal perlu dilakukan.
Kita bersetuju bahawa di Kota Kinabalu itu adalah satu lapangan terbang yang amat
berpotensi. Negeri Sabah- kita menjangkakan bahawa pertumbuhan kedatangan penumpang
adalah amat cepat kerana pada tahun lepas sahaja pertumbuhan 10 peratus berbanding
tahun 2016. Kapasiti sekarang ini ialah 8 juta.
Jadi kita menjangkakan bahawa pertumbuhan di negeri Sabah itu akan lebih
bertambah maju dan kedatangan pelancong akan bertambah dan sudah tentunya
perancangan untuk meningkatkan kemudahan dan juga kapasiti lapangan terbang
antarabangsa KKIA itu adalah amat penting sekali. Jadi, MOT mengambil maklum dan kita
akan berusaha untuk memastikan pertumbuhan KKIA dapat dipercepatkan. Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Tuan Mohd Shahar bin Abdullah [Paya Besar],"minta  Menteri Komunikasi dan
Multimedia menyatakan, apakah status dan perkembangan terkini pelaksanaan Digital Free
Trade Zone (DFTZ) yang dilancarkan pada tahun 2017 dan apakah pendirian kerajaan dalam
meneruskan usaha DFTZ mewujudkan 60,000 peluang pekerjaan khususnya kepada
golongan muda yang juga akan meningkatkan nilai eksport produk perusahaan kecil
sederhana (PKS) kepada RM160.95 bilion menjelang 2025."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Menteri Komunikasi dan Multimedia [Tuan Gobind Singh Deo],"Terima kasih,
Tuan Yang di-Pertua. Terima kasih soalan daripada Yang Berhormat Paya Besar.
Tuan Yang di-Pertua, soalan ini dibahagikan kepada dua bahagian. Pertamanya
berkenaan dengan status perkembangan terkini pelaksanaan DFTZ ataupun apa yang
dikenali sebagai Digital Free Trade Zone dan yang kedua berkenaan dengan pendirian
kerajaan dalam meneruskan usaha-usaha DFTZ untuk mewujudkan peluang pekerjaan dan
sebagainya.
Tuan Yang di-Pertua, tujuan DFTZ diperkenalkan adalah bagi membantu
perusahaan kecil dan sederhana tempatan untuk menggunakan apa yang dikenali sebagai
platform digital untuk menembusi pasaran dunia serta menarik jenama global, dan
marketplace untuk menjadikan Malaysia sebagai satu gerbang untuk pasaran ASEAN dan
pasaran serantau.
Berkenaan dengan status DFTZ Yang Berhormat, sejak inisiatif DFTZ dilaksanakan,
ia telah memberikan impak yang positif dalam merealisasikan matlamat ke arah
meningkatkan penyertaan perusahaan kecil sederhana dalam transaksi e-dagang rentas
sempadan ataupun cross border trade, Tuan Yang di-Pertua.
Sehingga kini, seramai lebih 3,300 perusahaan kecil sederhana (PKS) tempatan
yang telah menyertai platform DFTZ. MDEC, Yang Berhormat, juga bekerjasama dengan
MITI dengan MATRADE dan SME Corporation untuk menggalakkan lebih banyak
perusahaan kecil sederhana untuk terlibat dalam DFTZ dan ia bukan sahaja setakat di Ali
Baba.com tetapi juga melalui platform-platform lain seperti e-marketplace Amazon, eBay,
Jocom, Romman, Lazada, JinBaoMen, TradeIndia serta e-marketplaces tempatan ya.
Tempatan pun ada. Kita ada e-marketplaces seperti DagangHalal, AladdinStreet dan juga
BuyMalaysia.
Berkenaan dengan pendirian kerajaan, Tuan Yang di-Pertua, kerajaan akan
meneruskan dengan usaha-usaha kita dan pelaksanaan-pelaksanaan inisiatif-inisiatif untuk
memberikan manfaat dan faedah kepada perusahaan kecil sederhana melalui DFTZ.
Kerajaan juga akan terus memantau prestasi eksport PKS yang menyertai program ini bagi
memastikan bahawa perusahaan kecil sederhana tersebut terus berdaya maju untuk tempoh
jangka panjang. So, we are looking at long term objectives and not just short-term objectives,
dengan izin, Tuan Yang di-Pertua.
Selain daripada itu, kerajaan akan memastikan bahawa usaha akan dipergiatkan
bagi melibatkan lebih ramai peserta daripada perusahaan kecil sederhana untuk menembusi
pasaran eksport di bawah inisiatif DFTZ. Saya habiskan. Sehingga April 2018, berdasarkan
pencapaian awal dan maklumat daripada MATRADE, daripada 70 PKS yang telah menyertai
platform ini, syarikat-syarikat ini telah menjana jualan sebanyak RM52.1 juta dengan nilai
eksport sebanyak RM18.1 juta. Terima kasih, Tuan Yang di-Pertua."
