level-1,level-2,level-3,timestamp,author,speech
,,,10.00 pagi,ANNOTATIONS,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Khoo Poay Tiong [Kota Melaka],"minta  Menteri Tenaga Manusia
menyatakan, penjelasan atas tindakan Kerajaan Nepal menghentikan penghantaran pekerja
Nepal ke Malaysia atas sebab 'monopoli' oleh syarikat swasta dalam proses pengambilan
dan apakah kesan terhadap Malaysia, khasnya industri keselamatan dan tindakan yang akan
diambil oleh kementerian."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Menteri Tenaga Manusia [Tuan M. Kulasegaran],"Terima kasih Tuan Yang di-
Pertua. Kerajaan Malaysia dan Kerajaan Nepal dalam proses rundingan cadangan
memorandum persefahaman atau a memorandum of understanding (MoU) berhubung
pengambilan penggajian dan penghantaran pulang pekerja Nepal di Malaysia. Proses
rundingan ini turut mengambil kira dan membincangkan kaedah kos-kos yang terlibat dalam
pengambilan pekerja Nepal di Malaysia. Kaedah yang dimaksudkan adalah sama ada G2G,
business-to-business atau government-to-government plus.
Pada 24 hari bulan 2018, Kementerian Tenaga Manusia telah mengadakan satu
perbincangan dengan pihak Kedutaan Besar Nepal ke Malaysia. Kementerian Tenaga
Manusia (KTM) telah dimaklumkan bahawa tindakan penggantungan penghantaran pekerja
oleh Kerajaan Nepal sejak 16 Mei 2018 yang lalu adalah disebabkan oleh dua faktor utama.
Pertama, syarikat-syarikat yang menyedia perkhidmatan yang dilantik oleh Kerajaan
Malaysia melalui Kementerian Dalam Negeri yang beroperasi di negara sumber mengenakan
caj-caj perkhidmatan seperti Immigration Security Clearance, biomedical iaitu Bestinet, one-
stop centre dan sistem visa luar negara. Kerajaan Nepal sedang menjalankan siasatan ke
atas aktiviti pengubahan wang haram- money laundering yang disyaki dilakukan oleh syarikat
Bestinet Sdn. Berhad melalui pelaksanaan program migran yang tidak mendapat kebenaran
daripada Kerajaan Nepal.
Kementerian Dalam Negeri bersama-sama dengan Kementerian Tenaga Manusia
(KTM) sedang meneliti semua proses pengambilan dan penggajian pekerja asing di Malaysia
secara holistik. Perkara ini telah dibincangkan beberapa kali dalam Mesyuarat Jemaah
Menteri dan tindakan susulan sedang diambil oleh kedua-dua kementerian.
Berhubung dengan pengambilan dan penggajian pengawal keselamatan dari Nepal,
mereka ini dibawa masuk menerusi mekanisme khas yang dikendalikan oleh Bahagian
Keselamatan dan Ketenteraman Awam KDN. Perkara ini akan turut diteliti bersekali dengan
proses penggajian pekerja asing yang lain. Sehingga 30 Jun 2018, jumlah pekerja asing yang
direkodkan yang dikeluarkan Pas Lawatan Kerja Sementara (PLKS) oleh Jabatan Imigresen
Malaysia adalah seramai 1,747,154 orang termasuk 378,577 orang iaitu 21.67 peratus
daripada Nepal yang berada pada kedudukan kedua tertinggi selepas Indonesia. Terima
kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Khoo Poay Tiong [Kota Melaka],"Terima kasih Tuan Yang di-Pertua. Soalan
tambahan saya ialah saya ingin tahu, apakah nama syarikat monopoli tersebut? Siapakah
pengarah mereka? Adakah terdapat unsur-unsur korupsi ataupun conflict of interest, dengan
izin, di mana melibatkan Menteri yang lepas dalam syarikat tersebut? Apakah tindakan
kerajaan terhadap syarikat tersebut? Bagi rancangan jangka panjang, apakah tindakan
kerajaan untuk mengatasi terlalu bergantung kepada pekerja asing dalam sektor
keselamatan ini?"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan M. Kulasegaran,"Terima kasih Tuan Yang di-Pertua. Dua hal.
Nombor satu, syarikat-syarikat yang terlibat adalah difahamkan Bestinet Sdn.
Berhad yang mengendalikan monopoli tersebut di sana. Kami difahamkan ini adalah yang
telah ditawarkan oleh kerajaan yang lepas untuk mengendalikan lebih kurang yang boleh
dikatakan outsourcing of immigration work. Perkara ini sedang diteliti oleh kami dan Jemaah
Menteri telah membincangkan perkara tersebut.
Pada Jumaat ini, ada pertemuan di antara Kementerian Dalam Negeri dengan
semua Ahli Kabinet untuk berbincang dan mencari satu cara untuk mengatasi masalah ini.
Kita tahu bahawa ada masalah yang rumit yang dihadapi oleh pekerja-pekerja yang ingin
datang kerana ada penyelewengan atau sesuatu mengenai perkara tersebut.
Untuk mengatasi perkara berkenaan security guard ini, nampaknya hanya lebih
kurang 21,000 sahaja yang terlibat dalam hal ini. Dari 138,304 orang pengawal keselamatan
di negara ini, hanya lebih kurang 24,428 orang iaitu 19 peratus sahaja yang berasal dari
negara Nepal. Ini adalah satu masalah yang boleh diatasi. Kita ada cara-cara yang kita
sedang dalam short-term dan long-term untuk mengatasi masalah ini. Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Dato’ Sri Dr. Haji Ismail bin Haji Mohamed Said [Kuala Krau],"Terima kasih, Tuan
Yang di-Pertua. Saya warganegara Malaysia dan yakin keturunan saya adalah penduduk
asal negara ini dan tidak memerlukan PLKS. Cuma soalan saya kepada Yang Berhormat
Menteri, adakah tindakan KDN memberhentikan sementara PLKS ini menyebabkan pekerja
Nepal dan Kerajaan Nepal tidak berminat untuk menghantar pekerja asing ke negara
Malaysia? Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan M.Kulasegaran,"Terima kasih atas soalan. Sebenarnya perkara yang
menyusahkan semua hal ini adalah di mana outsource yang telah dibuat kepada Bestinet,
saya difahamkan. Akan tetapi kita perlu halusi selepas pengambilan kerajaan yang baharu
ini, satu peningkatan dan satu action perlu diambil kerana ada penyelewengan yang telah
berlaku seperti yang saya kata. Kita tahu bahawa ini adalah masalah dan ia telah
menyebabkan tiada penghantaran pekerja dari Nepal.
Dalam masa short-term ini kita percaya perkara ini dapat diatasi. Kita tahu ada
masalah, kita pun tahu ada cara untuk mengatasi masalah tersebut dan kita percaya itu boleh
menjadi win-win. Ini kerana ramai di antara pekerja-pekerja Nepal yang dikatakan the most
honest, reliable and good working people. Mereka dikatakan tidak macam pekerja-pekerja
lain. Tidak lambat langsung pergi ke kerja. Very honest people. Itu adalah permintaan
daripada majikan-majikan dalam negara ini. Perkara ini dapat diambil tindakan dalam
seberapa cepat yang boleh. Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Ustaz Haji Ahmad Marzuk bin Shaary [Pengkalan Chepa],"minta  Menteri
Kesihatan menyatakan, statistik terkini wabak penyakit tangan, kaki dan mulut (HFMD) dan
apakah langkah segera kementerian menanganinya agar tidak sampai ke tahap kritikal."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Menteri Kesihatan [Dr. Haji Dzulkefly bin Ahmad],"Terima kasih Tuan Yang di-
Pertua dan terima kasih sahabat saya, Yang Berhormat Pengkalan Chepa. Tuan Yang di-
Pertua, dari 1 Januari hingga 29 Julai 2018, bilangan kes penyakit tangan, kaki dan mulut
(HFMD) yang dilaporkan di seluruh negara adalah berjumlah 39,408 kes. Antara negeri yang
mencatatkan jumlah yang tinggi- boleh saya bacakan.
Beberapa negeri yang tertinggi adalah Selangor, kumulatif kes sebanyak 11,669
kes. Bagi negeri Sarawak sebanyak 4,551 kes, Wilayah sebanyak 4,552 kes dan negeri
Kelantan sebanyak 1,669 kes.
Penyakit hand, foot and mouth disease, dengan izin Tuan Yang di-Pertua, adalah
endemik dan berlaku sepanjang tahun di Malaysia. Penyakit ini berkait rapat dengan amalan
kebersihan diri dan persekitaran serta mudah menular di kalangan kanak-kanak kecil
berumur kurang daripada tujuh tahun terutamanya di premis yang menjadi tempat tumpuan
kanak-kanak seperti di taska, tadika, tabika dan di prasekolah. Kanak-kanak mempunyai
imuniti jauh lebih rendah daripada orang dewasa.
Memandangkan pada masa kini Malaysia sedang mengalami bilangan kes HFMD
yang tinggi, kerjasama antara Kementerian Kesihatan Malaysia dengan kementerian serta
agensi-agensi berkaitan telah dan sedang dilaksanakan bagi mengawal peningkatan kes
HFMD ini khususnya kempen pelaksanaan lima perkara utama. Ia bertujuan untuk
mewujudkan kesedaran orang awam khususnya pengusaha dan guru-guru taska, tadika,
tabika, prasekolah dan sekolah serta menunjukkan cara yang betul dalam pelaksanaan
prosedur itu. Kempen ini akan dilaksanakan secara intensif dan berterusan selama tiga
minggu dan merangkumi semua taska, tadika, tabika dan prasekolah.
Untuk pengetahuan Yang Berhormat, lima perkara utama tersebut ialah seperti
berikut:
(i) penjagaan kebersihan diri;
(ii) amalan cuci tangan yang betul khususnya selepas keluar tandas,
dalam penyediaan makanan dan khususnya bagi ibu-ibu yang
mengendalikan anak-anak kecil. Semasa menukar lampin (nappy)
dan sebagainya;
(iii) penjagaan kebersihan persekitaran;
(iv) pemeriksaan saringan di pintu masuk atau gate keeping screening.
Saringan itu sangat penting di taska, tadika, tabika dan pra sekolah;
dan
(v) penyahan virus ini, this infection pada permukaan-permukaan yang
tercemar.
Bagi kawalan dan pencegahan jangka panjang, latihan kepada pengusaha taska ini
adalah sangat penting. KKM percaya dengan meningkatkan ilmu pengetahuan dan
pematuhan pelaksanaan, ia akan menjadi polisi tersebut secara kekal dan menjadi amalan
dan budaya kita."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Ustaz Haji Ahmad Marzuk bin Shaary [Pengkalan Chepa],"Terima kasih kepada
Yang Berhormat Menteri. Soalan tambahan saya ialah apakah tindakan pihak KKM terhadap
penularan produk anti HFMD yang dikatakan dapat membunuh virus tersebut bersama
dengan virus berbahaya lain seperti H1N1? Terdapat beberapa produk yang tular di pasaran.
Antaranya jenama THYMOS yang mendakwa teknologi dari London mempunyai kajian
klinikal dan berkesan mengelak sebarang jangkitan selama sepuluh hari dengan sekali
semburan.
Jadi apakah pendirian Yang Berhormat Menteri dalam bab produk ini?"
