level_1,level_2,level_3,raw_timestamp,timestamp,author,speech
,,,10.00 pagi,1000,ANNOTATION,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
PEMAKLUMAN DARIPADA TUAN YANG DI-PERTUA,PELAKSANAAN PEMERIKSAAN KESIHATAN AHLI PARLIMEN – STATUS TERKINI,,10.00 pagi,1000,Tuan Yang di-Pertua,"*Assalamualaikum warahmatullahi wabarakatuh* dan salam
sejahtera. Sebelum saya memanggil Yang Berhormat yang pertama, saya ingin
memaklumkan bahawa pelaksanaan pemeriksaan kesihatan setakat ini, setakat hari ini,
seramai 196 Ahli Dewan Rakyat dan lima Senator bertaraf anggota pentadbiran telah
menjalani peperiksaan kesihatan.
Kepada mereka, Ahli-ahli Yang Berhormat yang belum dan masih belum lagi
menjalani pemeriksaan kesihatan, saya beri lanjutan hingga Selasa depan, 14 November
2023, untuk membuat pemeriksaan kesihatan ini. Sila hubungi doktor di klinik Parlimen
Malaysia, berkenaan maklumat terperinci mengenai pemeriksaan kesihatan ini. Saya amat-
amat memohon dan meminta pemeriksaan dibuat kerana saya difahamkan semalam salah
seorang daripada kita telah pun tumbang dan masuk hospital."
WAKTU PERTANYAAN-PERTANYAAN MENTERI,,,10.00 pagi,1000,Tuan Yang di-Pertua,"Saya jemput Tuan Prabakaran a/l M Parameswaran, Batu.
Silakan."
WAKTU PERTANYAAN-PERTANYAAN MENTERI,,,10.00 pagi,1000,Tuan Prabakaran a/l M Parameswaran [Batu],"Terima kasih Tan Sri Speaker dan
selamat pagi kepada rakan-rakan saya."
WAKTU PERTANYAAN-PERTANYAAN MENTERI,1.,,10.00 pagi,1000,Tuan Prabakaran A/L M Parameswaran [Batu],"minta Perdana Menteri menyatakan
jumlah keseluruhan yang telah dibelanjakan oleh kerajaan untuk kerja-kerja promosi dan
publisiti dalam menghebahkan pencapaian kerajaan menerusi semua platform media massa
termasuk media cetak, media digital dan juga media televisyen sepanjang tahun sejak tahun
2020 hingga kini."
WAKTU PERTANYAAN-PERTANYAAN MENTERI,1.,,10.00 pagi,1000,Tuan Yang di-Pertua,Silakan Yang Berhormat.
WAKTU PERTANYAAN-PERTANYAAN MENTERI,1.,,10.00 pagi,1000,Perdana Menteri dan Menteri Kewangan [Dato’ Seri Anwar bin Ibrahim],"*Assalamualaikum warahmatullahi wabarakatuh* dan salam sejahtera.
Tan Sri Yang di-Pertua, sejak 2020 sehingga 2022 ya, kerajaan telah membelanjakan
untuk promosi, masa itu Pagoh dan sistem kerajaan RM700 juta. Iklan, promosi, publisiti. Ini
bermakna hampir lebih RM500 juta dibelanjakan semasa Pagoh dan selebihnya oleh Bera.
Tetapi Bera tidak belanja setinggi itu kerana ada lebihan. Sebab itu tahun 2023, saya tidak
ada apa-apa peruntukan, selain meneruskan kontrak yang dibuat semasa Bera. Jadi, RM700
juta atau lebih kurang pada peringkat awal RM300 juta satu tahun. Itu bagi saya, melanggar
peraturan dan tata kelola dan keterlaluan.
Oleh itu, saya telah mengarahkan perbelanjaan mulai tahun depan – kerana tahun
ini saya hanya ambil kontrak yang sedia ada, meneruskan apa yang telah dipersetujui oleh
Bera. Maknanya, 2023 tidak ada peruntukan dan untuk 2024, saya telah mengarahkan
supaya Kementerian Kewangan tidak meluluskan lebih daripada RM100 juta, ketimbang
jumlah sekitar RM300 juta yang dibelanjakan terdahulu.
Ini, sementara kita anggap penjelasan penerangan itu perlu. Saya tidak fikir kerajaan
harus dibebankan dengan iklan dan publisiti tambahan untuk promosi, selain daripada
program-program kita turun ke bawah menyantuni rakyat dan menerangkan melalui media
massa, termasuk media sosial."
WAKTU PERTANYAAN-PERTANYAAN MENTERI,1.,,10.00 pagi,1000,Tuan Yang di-Pertua,"Batu, silakan."
WAKTU PERTANYAAN-PERTANYAAN MENTERI,1.,,10.00 pagi,1000,Tuan Prabakaran a/l M Parameswaran [Batu],"Terima kasih Yang Amat Berhormat
Perdana Menteri atas jawapan dan sungguh *shocking*, dengan izin, satu tahun boleh
habiskan RM300 juta untuk publisiti. Mohon Perdana Menteri menjelaskan sekiranya
peruntukan komunikasi dikurangkan. Apakah langkah yang diambil kerajaan dalam
memastikan rakyat memahami dasar kerajaan, khususnya Ekonomi Madani dan Belanjawan
Madani? Terima kasih."
WAKTU PERTANYAAN-PERTANYAAN MENTERI,1.,,10.00 pagi,1000,Tuan Yang di-Pertua,Silakan Menteri.
