level-1,level-2,level-3,timestamp,author,speech
,,,10 pagi,ANNOTATIONS,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,,,10 pagi,Tuan Yang di-Pertua,"Assalamualaikum warahmatullahi wabarakatuh dan salam
sejahtera. Kita mendoakan agar teman-teman kita dan rakyat seluruh Malaysia yang sedang
menderita akibat banjir diselamatkan, insya-Allah. Saya jemput Yang Berhormat Batang Lupar,
Tuan Mohamad Shafizan Haji Kepli."
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,,,10 pagi,Tuan Mohamad Shafizan Haji Kepli [Batang Lupar],"Terima kasih Tuan Yang di-
Pertua. Saya juga menyatakan rasa salam takziah kepada mangsa-mangsa banjir yang berada
di negeri-negeri yang dilanda banjir pada ketika ini."
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10 pagi,Tuan Mohamad Shafizan Haji Kepli [Batang Lupar],"minta  Menteri Pertanian dan
Keterjaminan Makanan menyatakan, rancangan kementerian untuk merancakkan aktiviti
pertanian di kawasan IADA Batang Lupar serta, adakah pelaksanaan program SMART SBB di
kawasan IADA Batang Lupar akan diteruskan serta manfaat yang diterima oleh peserta program
ini."
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10 pagi,Timbalan Menteri Pertanian dan Keterjaminan Makanan [Tuan Chan Foong Hin],"Selamat pagi Yang Berhormat Batang Lupar dan Tuan Yang di-Pertua.
Untuk makluman Yang Berhormat Batang Lupar, program SMART Sawah Berskala
Besar (SMART SBB) merupakan inisiatif baharu yang diperkenalkan oleh kerajaan melalui
Kementerian Pertanian dan Keterjaminan Makanan (KPKM) pada tahun 2021 yang bertujuan
untuk membantu meningkatkan pengeluaran hasil padi per hektar dan mengurangkan
kebergantungan kepada beras import selain memastikan jaminan bekalan makanan negara.
Melalui program ini, para pemain industri telah diberi peluang untuk menerajui sub sektor
padi dan beras di mana sumber modal pembiayaan swasta ini dimanfaatkan semaksimum
mungkin bagi menjadikan industri ini lebih dinamik dan berdaya saing. Di Sarawak, program
SMART SBB dilaksanakan di bawah seliaan Kawasan Pembangunan Pertanian Bersepadu
(IADA) Batang Lupar dengan kerjasama beberapa buah syarikat peneraju program SMART
SBB. Antara syarikat peneraju yang terlibat ialah Advansia (Sarawak) Sdn. Bhd. melibatkan
kawasan seluas 60 hektar di L2 dan L3 Tanjung Bijat Sri Aman bagi musim utama tahun 2021
dan luar musim tahun 2022.
Program yang melibatkan seramai 245 orang peserta bagi kedua-dua musim tersebut
telah berjaya meningkatkan pendapatan pesawah sehingga 50 peratus melalui penyediaan
kemudahan infrastruktur dan mekanisasi ladang yang lengkap.
Selain itu, Syarikat Padi Beras Nasional Berhad (BERNAS) telah merancang untuk
mengusahakan kawasan sawah padi seluas 1,200 hektar di sekitar kawasan Batang Lupar.
Memandangkan ketiadaan kilang padi yang bersesuaian untuk menampung pengeluaran padi
berskala besar di Sarawak, turut dicadangkan supaya Kilang Benih Padi Sah (SPPC) yang
terletak di Kampung Stumbin, Sri Aman dinaik taraf sebagai pusat belian dan kilang padi
komersial.
Untuk makluman Ahli Yang Berhormat, matlamat utama yang ingin dicapai melalui
kolaborasi KPKM BERNAS ini adalah bagi menjamin pengoperasian SPPC Stumbin yang
berkapasiti optimum semusim sebanyak 600 tan metrik kekal berdaya maju dan lestari,
seterusnya menjadikan subsektor padi dan beras di negeri Sarawak lebih kompetitif dan berdaya
saing di sepanjang rantaian industri.
Semoga usaha murni ini terus di perkasa dan mendapat sokongan semua pihak selari
dengan matlamat kerajaan dalam menjamin sekuriti bekalan makanan sepanjang masa dan
membela golongan pesawah. Sekian, terima kasih."
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10 pagi,Tuan Yang di-Pertua,Yang Berhormat Batang Lupar.
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10 pagi,Tuan Mohamad Shafizan Haji Kepli [Batang Lupar],"Terima kasih kepada Yang
Berhormat Timbalan Menteri atas jawapan yang telah diberikan.
Untuk makluman, pada ketika ini industri padi dan beras di Sarawak hanya mampu
memenuhi sebanyak 38 peratus kepada keperluan beras dan terpaksa mengimport selebihnya
dari luar iaitu sebanyak 145,000 tan metrik. Jadi, soalan saya, apa inisiatif kementerian untuk
meningkatkan penyertaan golongan muda dalam industri penanaman padi dan beras, serta
status terkini operasi pusat pemprosesan padi di Bijat dan Stumbin serta sara diri untuk beras di
negeri Sarawak. Terima kasih."
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10 pagi,Tuan Yang di-Pertua,Silakan Yang Berhormat Timbalan Menteri.
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,10 pagi,Tuan Chan Foong Hin,"Terima kasih Yang Berhormat Batang Lupar.
Untuk makluman Yang Berhormat, dari segi produktiviti, memang Sarawak masih
berada di tahap rendah iaitu sekitar 2.36 tan metrik per hektar berbanding purata nasional iaitu
3.77 tan metrik per hektar. Pengeluaran padi yang rendah menyumbang kepada pencapaian
Kadar Sara Diri (SSR) beras di Sarawak.
Amalan kaedah penanaman secara tradisi, penggunaan varieti benih padi tempatan
yang rendah hasilnya dan kaedah penanaman padi hanya satu musim setahun, kesemua faktor
ini turut menyumbang kepada data tersebut. Untuk meningkatkan SSR atau produktiviti per yield
ini akan melalui pengurusan sawah yang cekap, seperti yang diamalkan di SMART SBB di
Batang Lupar. Program ini telah berjaya meningkatkan pendapatan pesawah sehingga 50
peratus.
Selain itu, penggunaan Varieti Padi MR269 turut menyumbang kepada hasil padi yang
tinggi dan sasaran seterusnya ialah untuk menggalakkan penanaman padi sebanyak dua musim
setahun berbanding dengan semusim yang diamalkan sebelum ini. Pada masa yang sama,
kerajaan melalui DOS Sarawak juga sedang berusaha untuk membawa masuk varieti benih padi
MR297 yang dapat meningkatkan pengeluaran hasil yang lebih tinggi dan lebih rentan terhadap
penyakit dan makhluk perosak."
PERTANYAAN-PERTANYAAN BAGI JAWAB LISAN,1.,,■1010,Tuan Chan Foong Hin,"Untuk kilang benih padi sah, SPPC Stumbin yang dibina pada tahun 2012 sekarang telah
siap sepenuhnya pada 28 Mei 2014 di atas tanah yang seluas empat hektar. Kilang SPPC ini
berupaya untuk memproses benih padi pada kadar tiga tan metrik per jam. Thank you."
