level_1,level_2,level_3,timestamp,author,speech
,,,1000,ANNOTATION,[Timbalan Yang di-Pertua mempengerusikan Mesyuarat]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,,,1000,Timbalan Yang di-Pertua,"*Bismillahi Rahmani Rahim*. *Assalamualaikum
warahmatullahi wabarakatuh* dan salam sejahtera.
Untuk makluman Ahli-ahli Yang Berhormat, minggu ini ialah minggu yang terakhir
persidangan kita bagi sesi kali ini dan saya merakamkan setinggi-tinggi penghargaan dan
terima kasih atas kerjasama yang telah diberikan oleh Ahli-ahli Yang Berhormat.
Seterusnya, saya menjemput Yang Berhormat Datuk Bobbey Ah Fang bin Suan."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Datuk Bobbey Ah Fang bin Suan,"minta Menteri Pengajian Tinggi menyatakan,
bila universiti awam dan swasta dapat dibuka semula bagi memberi ruang kepada
golongan siswa dan siswi melanjutkan pengajian secara langsung seperti biasa. Adakah
usaha kementerian dalam memastikan semua kakitangan universiti, pensyarah dan para
pelajar dapat di vaksin secara total dan mematuhi SOP yang sepatutnya?"
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Menteri Penggajian Tinggi [Dato’ Dr. Ahmad Masrizal Muhammad],"*Bismillahi Rahmani Rahim. Assalamualaikum warahmatullahi wabarakatuh* dan salam
sejahtera semua. Tuan Yang di-Pertua dan juga semua Ahli Yang Berhormat Senator
sekalian.
Untuk makluman Yang Berhormat Senator Datuk Bobbey, sebenarnya pihak
Kementerian Pengajian Tinggi melaksanakan program kemasukan pelajar dalam tiga fasa
keseluruhannya.
Pertama ialah Fasa Pertama dikatakan fasa libat urus. Fasa Kedua, fasa
pembuatan keputusan, dan Fasa Ketiga ialah fasa pelaksanaan. Saya terangkan dahulu
dengan fasa libat urus. Ini fasa pertama yang mana pihak Kementerian Pengajian Tinggi
telah melibatkan beberapa perbincangan dengan pihak berkepentingan seperti
pengurusan tertinggi universiti awam sendiri, institusi pendidikan tinggi swasta, politeknik
dan kolej komuniti serta kepimpinan mahasiswa.
Dalam konteks yang kedua pula, pihak Kementerian Pengajian Tinggi juga telah
pun berbincang dengan institusi-institusi yang bukan daripada pendidikan seperti antara
contohnya, dengan pihak wakil kerajaan negeri, Kementerian Kesihatan Malaysia, Polis
Diraja Malaysia, Kementerian Sains dan Teknologi (MOSTI) dan juga syarikat-syarikat
penyedia perkhidmatan penerbangan untuk memastikan proses kemasukan pelajar dapat
diurus selia dengan baik dan lancar.
Dalam konteks ini selepas habis Fasa Pertama iaitu sub fasa libat urus, maka
pihak Kementerian Pengajian Tinggi telah pun membuat satu mesyuarat melalui satu
Sidang Khas MKN yang bertarikh 2 September 2021, yang mana segala input ini dibawa
oleh Kementerian Pengajian Tinggi ke Sidang Khas MKN ini untuk mendapatkan
kelulusan bagi membenarkan pelajar-pelajar memasuki universiti.
Akhirnya, pada 2 September 2021, pihak Sidang Khas MKN ini telah bersetuju
untuk pelaksanaan fasa pembukaan kampus secara berperingkat dan ia dibenarkan.
Apabila masuk Fasa Ketiga iaitu fasa pelaksanaan, makanya secara fizikal pelajar-pelajar
dibenarkan untuk memasuki universiti masing-masing bermula pada 15 Oktober 2021.
Untuk makluman Yang Berhormat Senator dan juga Ahli Yang Berhormat
sekalian, kita dapati bahawasanya di pihak Kementerian Pengajian Tinggi dan pihak
kementerian kita memastikan urus tadbir ini berlaku dengan baik supaya tidak berlaku
sebarang permasalahan. Maka sebuah bilik gerakan khas induk telah pun dibuka di
Kementerian Pengajian Tinggi, yang mana bilik gerakan ini berkomunikasi langsung
dengan bilik gerakan di setiap universiti awam yang ada dalam negara kita. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua,Terima kasih. Pertanyaan.
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Kesavadas A. Achyuthan Nair,Pertanyaan.
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua,"Ya, silakan."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Kesavadas A. Achyuthan Nair,"Terima kasih Tuan Yang di-Pertua. Yang
Berhormat Timbalan Menteri, apakah bentuk pembaharuan atau nilai tambah yang telah
diwujudkan dalam pelaksanaan setiap pusat pemberian vaksin IPT di seluruh negara
khususnya PPV IPT yang terletak di kawasan luar bandar? Apa inisiatif-inisiatif yang telah
dilaksanakan oleh kementerian bagi menggalakkan vaksinasi dalam kalangan tenaga
pengajar di IPTA, lebih-lebih lagi mereka yang tergolong dalam golongan antivaksin?
Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Dr. Ahmad Masrizal Muhammad,"Terima kasih Yang Berhormat. Soalan
ini soalan yang bagus pada pagi ini. Untuk makluman semua, sekadar saya memberitahu
di sini, bahawasanya sebelum saya menjawab secara *direct* kepada soalan itu. Untuk
makluman Yang Berhormat sekalian, sehingga 17 Oktober 2021, seramai 959,917 orang
daripada 1.15 juta orang pelajar IPT telah pun divaksinkan secara lengkap dua- dos iaitu
sebanyak 84 persen*.* Oleh daripada ini, kita dapati bahawasanya kakitangan IPT pula
sehingga 17 Oktober 2021, terdapat seramai 120,187 orang atau 92 persen telah
menerima dos lengkap vaksinasi.
Bermakna dalam hal ini kita dapati bahawa dalam konteks pengurusan universiti
memastikan ia selari dengan apa yang dikaji oleh kerajaan. Pertama, pihak universiti telah
pun memastikan bahawasanya setiap kampus, setiap pelajar yang masuk akan diberikan
*test RTK-AG Saliva* secara percuma yang mana saya hendak terangkan kepada kita di
sini, kerajaan telah memperuntukkan sebanyak RM17.5 juta untuk diberikan secara
percuma ke seluruh IPT. Untuk makluman semua sehingga hari ini, sehingga 22 Oktober
2021, hanya 0.1 peratus ataupun 80 orang sahaja yang dikesan positif di universiti-
universiti yang ada di negara kita.
Maknanya dalam hal ini, kemasukan pelajar itu dilaraskan dengan baik dan sistem
pengawalan di setiap universiti di mana pelajar-pelajar ini akan dikuarantinkan secara
tersusun dan dipantau rapi oleh pihak universiti melalui pusat-pusat yang telah
ditubuhkan. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua,Soalan lain?
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Datuk Razali bin Idris,"Tuan Yang di-Pertua, ada satu soalan tambahan"
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua,"Silakan, tambahan."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Datuk Razali bin Idris,"Terima kasih Tuan Yang di-Pertua. Dalam keadaan masih
lagi COVID-19, keluarga B40 dan M40 ini sebenarnya masih terkesan dengan masalah
kewangan.
Jadi soalan saya, apakah kerajaan tidak mencadangkan untuk subsidi beberapa
peratus setiap pembelian *laptop* siswa dan siswi daripada kumpulan B40 dan M40 untuk
masuk ke universiti awam? Terima kasih Tuan Yang di-Pertua."
