level_1,level_2,level_3,timestamp,author,speech
,,,1000,ANNOTATION,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
,,,1000,Tuan Yang di-Pertua,"Dipersilakan, Yang Berhormat Menteri."
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1004,Menteri di Jabatan Perdana Menteri [Datuk Liew Vui Keong],"Terima kasih, Tuan
Yang di-Pertua. Tuan Yang di-Pertua, saya mohon mencadangkan:
“Bahawa walau apa pun peruntukan-peruntukan Peraturan
Mesyuarat 11, Majlis Dewan Negara hari ini tidak akan ditangguhkan
sehingga selesai semua urusan kerajaan yang tertera dalam *Aturan
Urusan Mesyuarat* pada hari ini diputuskan dan diluluskan dan selepas itu
Majlis Mesyuarat akan ditangguhkan ke suatu tarikh yang tidak ditetapkan.”"
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1004,Tuan Yang di-Pertua,"Terima kasih Yang Berhormat Menteri. Ada yang
menyokong?"
USUL,"WAKTU MESYUARAT DAN URUSAN
DIBEBASKAN DARIPADA PERATURAN MESYUARAT",,1004,Timbalan Menteri di Jabatan Perdana Menteri [Datuk Wira Dr. Md Farid bin Md Rafik],"Tuan Yang di-Pertua, saya mohon menyokong."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1004,Laksamana Pertama Haji Mohamad Imran (B) bin Abd Hamid,"minta Perdana
Menteri menyatakan, langkah-langkah kerajaan dalam mereformasi institusi pentadbiran dan
politik seperti yang terkandung di dalam Manifesto Buku Harapan, Teras Kedua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1004,Menteri di Jabatan Perdana Menteri [Datuk Liew Vui Keong],"Terima kasih Tuan
Yang di-Pertua. Salam sejahtera, salam Sayangi Malaysiaku.
Terima kasih kepada Yang Berhormat Senator Laksamana Pertama Haji Mohamad
Imran (B) bin Abd Hamid atas soalan ini. Tuan Yang di-Pertua, reformasi institusi pentadbiran
dan politik merupakan antara agenda utama kerajaan yang telah diberi mandat oleh rakyat
pada Pilihanraya Umum Ke-14.
Perkara ini terkandung di dalam Teras 2, Manifesto Pakatan Harapan. Kesungguhan
kerajaan dalam hal ini telah terbukti dalam peruntukan dan penubuhan Jawatankuasa
Reformasi Institusi ataupun lebih dikenali sebagai IRC, pada 15 hari bulan Mei tahun ini
dengan keanggotaan seramai lima orang ahli. IRC ini telah dipertanggungjawabkan untuk
mengkaji langkah-langkah dan juga cadangan penambahan baik terhadap institusi-institusi
penting dalam negara ini, termasuklah Parlimen Malaysia, Suruhanjaya Pilihan Raya,
Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) dan juga Polis Diraja Malaysia. IRC
dianggotai oleh lima orang tokoh tanah air seperti:
(i) Datuk K. C. Vohrah merupakan seorang bekas Hakim Mahkamah
Rayuan;
(ii) Datuk Mah Weng Kwai yang merupakan seorang bekas Hakim
Mahkamah Rayuan dan juga Pesuruhjaya Suruhanjaya Hak Asasi
Manusia;
(iii) Brig Jen (B) Datuk Mohd Arshad Raji- Presiden Persatuan Patriot
Kebangsaan (Patriot);
(iv) Datuk S Ambiga- Presiden Persatuan Hak Asasi Manusia
Kebangsaan (SUHAKAM); dan juga
(v) Emeritus Profesor Datuk Dr. Shad Saleem Faruqi yang
merupakan seorang pakar perlembagaan dan juga pensyarah
undang-undang.
Laporan akhir IRC telah pun dibentangkan kepada Majlis Penasihat Kerajaan
ataupun dikenali sebagai *Council of Eminent Persons* (CEP) pada 17 hari bulan Julai lalu
dan juga diserahkan kepada Yang Amat Berhormat Perdana Menteri pada 19 hari bulan Julai
tahun ini. Sejumlah 223 cadangan Tuan Yang di-Pertua, dari IRC yang berkaitan dengan
skop kerja governans, integriti dan juga pencegahan rasuah diselaraskan dan dipantau oleh
Pusat Governans, Integriti dan Anti-Rasuah Nasional (GIACC).
Keputusan dasar berkenaan cadangan-cadangan tersebut dibawa ke Mesyuarat
Jawatankuasa Khas Kabinet mengenai anti rasuah. Dikenali sebagai JKKMAR yang
dipengerusikan oleh Yang Amat Berhormat Perdana Menteri. Seterusnya, keputusan dasar
ini akan dibawa ke Mesyuarat Jemaah Menteri untuk mendapatkan persetujuan kerajaan.
Semenjak ditubuhkan Tuan Yang di-Pertua, pada 1 hari bulan Jun tahun ini, JKKMAR telah
bermesyuarat sebanyak 5 kali sehingga hari ini. Fungsi JKKMAR ini ialah merangka dasar
yang akan menangani perlanggaran integriti dan juga salah laku anggota kerajaan serta
kementerian dan juga agensi kerajaan, termasuk reformasi institusi dan agensi-agensi
kerajaan.
Sehingga kini Tuan Yang di-Pertua, sebanyak 61 keputusan dan juga inisiatif telah
pun diputuskan oleh JKKMAR untuk dilaksanakan. Antara keputusan yang telah dicapai
adalah pemeriksaan institusi-institusi seperti mahkamah, Parlimen, SPRM dan Jabatan Audit
Negara agar peranannya lebih berkecuali dan dapat bertindak dengan lebih bebas."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Menteri di Jabatan Perdana Menteri [Datuk Liew Vui Keong],"Inisiatif-inisiatif lain yang dipersetujui adalah penubuhan Suruhanjaya Bebas Aduan
dan Salah Laku Polis ataupun dikenali sebagai IPCMC. Peranan Biro Pengaduan Awam
sebagai *ombudsman* mekanisme perisytiharan harta dan mekanisme pelaporan penerimaan
hadiah.
Sebahagian usaha-usaha tersebut seperti mengehadkan tempoh perkhidmatan
Perdana Menteri, SPRM sebagai satu suruhanjaya yang diiktiraf oleh Perlembagaan
Persekutuan dan pemisahan tanggungjawab Peguam Negara daripada Pendakwa Raya
memerlukan pindaan kepada Perlembagaan Persekutuan. Pihak kerajaan akan terus meneliti
cadangan-cadangan pelaksanaan tersebut dari masa ke semasa.
Malah kerajaan juga akan berusaha untuk memastikan usaha-usaha reformasi ini
dapat dicapai melalui dialog dan juga sokongan dari semua pihak walaupun ianya mengambil
jangka masa yang lama untuk dilaksanakan dengan jayanya. Sekian, terima kasih Tuan Yang
di-Pertua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Laksamana Pertama (B) Haji Mohamad Imran bin Abd Hamid,"Tuan Yang di-
Pertua, saya rasa rakyat tidak mempersoalkan ataupun mempertikaikan lantikan
jawatankuasa yang telah diwujudkan. Cuma rakyat melihat adakah dengan pemindahan
jabatan daripada satu kementerian ke satu kementerian itu merupakan tindakan reformasi
institusi juga.
Oleh kerana kita lihat apabila APMM diletakkan di bawah Jabatan Perdana Menteri,
ia berlaku kekeliruan apabila pasukan polis marin masih lagi wujud sedangkan APMM
mengurus hal ehwal marin. Begitu juga dengan PLKN apabila dipindahkan kepada
Kementerian Belia dan Sukan peruntukannya tidak dibawa ke Kementerian Belia dan Sukan.
Ini menjadi masalah kepada pegawai dan juga anggota-anggota di dalam jabatan tersebut.
Saya mohon penerangan ataupun penjelasan daripada Yang Berhormat Menteri. Terima
kasih, Tuan Yang di-Pertua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Tuan yang di-Pertua,Silakan Yang berhormat Menteri.
